	p_Zyl_1	p_Ein	p_Aus
[KWnZOT]	[bar]	[bar]	[bar]
173.7	3.5323	2.238	2.5943
173.8	3.5249	2.2381	2.5921
173.9	3.5174	2.2381	2.5899
174	3.51	2.2382	2.5878
174.1	3.5024	2.2382	2.5858
174.2	3.4951	2.2383	2.5838
174.3	3.4877	2.2384	2.5819
174.4	3.4802	2.2384	2.5801
174.5	3.4728	2.2385	2.5784
174.6	3.4655	2.2385	2.5768
174.7	3.4581	2.2386	2.5753
174.8	3.4509	2.2386	2.5738
174.9	3.4435	2.2387	2.5723
175	3.4361	2.2387	2.5709
175.1	3.4288	2.2388	2.5695
175.2	3.4214	2.2388	2.5682
175.3	3.4139	2.2389	2.567
175.4	3.4066	2.2389	2.5659
175.5	3.3993	2.239	2.565
175.6	3.392	2.239	2.5642
175.7	3.3848	2.2391	2.5637
175.8	3.3774	2.2391	2.5635
175.9	3.37	2.2392	2.5635
176	3.3627	2.2393	2.5638
176.1	3.3554	2.2394	2.5641
176.2	3.3481	2.2394	2.5646
176.3	3.3408	2.2395	2.5652
176.4	3.3335	2.2395	2.5659
176.5	3.3263	2.2396	2.5665
176.6	3.3191	2.2397	2.5671
176.7	3.312	2.2397	2.5676
176.8	3.305	2.2398	2.5682
176.9	3.2979	2.2398	2.5687
177	3.291	2.2399	2.5693
177.1	3.2841	2.24	2.5698
177.2	3.2772	2.24	2.5703
177.3	3.2705	2.2401	2.5709
177.4	3.2637	2.2401	2.5716
177.5	3.2569	2.2402	2.5722
177.6	3.2503	2.2402	2.5729
177.7	3.2437	2.2403	2.5735
177.8	3.2371	2.2403	2.5741
177.9	3.2304	2.2404	2.5747
178	3.2239	2.2405	2.5753
178.1	3.2173	2.2405	2.5758
178.2	3.2108	2.2406	2.5763
178.3	3.2044	2.2407	2.5768
178.4	3.1979	2.2407	2.5773
178.5	3.1915	2.2409	2.5778
178.6	3.1852	2.241	2.5784
178.7	3.1788	2.241	2.579
178.8	3.1724	2.2411	2.5797
178.9	3.166	2.2412	2.5806
179	3.1597	2.2412	2.5816
179.1	3.1535	2.2413	2.5826
179.2	3.1473	2.2414	2.584
179.3	3.1412	2.2415	2.5857
179.4	3.1352	2.2416	2.5875
179.5	3.1292	2.2417	2.5895
179.6	3.1233	2.2418	2.5915
179.7	3.1174	2.242	2.5938
179.8	3.1115	2.2421	2.596
179.9	3.1058	2.2422	2.5984
180	3.1001	2.2423	2.6008
180.1	3.0945	2.2425	2.6031
180.2	3.089	2.2426	2.6056
180.3	3.0836	2.2427	2.608
180.4	3.0782	2.2429	2.6104
180.5	3.073	2.243	2.6128
180.6	3.0679	2.2432	2.6151
180.7	3.0628	2.2433	2.6174
180.8	3.0577	2.2435	2.6195
180.9	3.0524	2.2436	2.6215
181	3.0473	2.2438	2.6233
181.1	3.0422	2.2439	2.6249
181.2	3.0372	2.2441	2.6264
181.3	3.0322	2.2442	2.6276
181.4	3.0272	2.2444	2.6287
181.5	3.0222	2.2445	2.6295
181.6	3.0173	2.2447	2.63
181.7	3.0125	2.2448	2.6305
181.8	3.0076	2.245	2.6308
181.9	3.0027	2.2451	2.631
182	2.9978	2.2453	2.6311
182.1	2.993	2.2454	2.6312
182.2	2.9882	2.2456	2.6312
182.3	2.9835	2.2458	2.6313
182.4	2.9787	2.2459	2.6314
182.5	2.9741	2.2461	2.6315
182.6	2.9694	2.2462	2.6317
182.7	2.9649	2.2463	2.6319
182.8	2.9604	2.2465	2.6322
182.9	2.956	2.2466	2.6325
183	2.9517	2.2468	2.6328
183.1	2.9474	2.2469	2.6331
183.2	2.9432	2.2472	2.6336
183.3	2.939	2.2473	2.6339
183.4	2.9348	2.2475	2.6343
183.5	2.9308	2.2476	2.6346
183.6	2.9267	2.2478	2.6349
183.7	2.9227	2.248	2.6352
183.8	2.9188	2.2481	2.6355
183.9	2.9149	2.2483	2.6357
184	2.9111	2.2485	2.6359
184.1	2.9074	2.2487	2.636
184.2	2.9037	2.2489	2.6358
184.3	2.9	2.249	2.6356
184.4	2.8964	2.2492	2.6351
184.5	2.8928	2.2494	2.6344
184.6	2.8893	2.2496	2.6335
184.7	2.8856	2.2497	2.6324
184.8	2.882	2.2499	2.6312
184.9	2.8786	2.25	2.6298
185	2.8752	2.2502	2.6285
185.1	2.8718	2.2504	2.6271
185.2	2.8684	2.2505	2.6256
185.3	2.8651	2.2507	2.6241
185.4	2.8618	2.2509	2.6227
185.5	2.8585	2.2511	2.6212
185.6	2.8553	2.2512	2.6198
185.7	2.8522	2.2514	2.6184
185.8	2.849	2.2516	2.6171
185.9	2.846	2.2517	2.6158
186	2.8429	2.2519	2.6147
186.1	2.8399	2.2521	2.6136
186.2	2.837	2.2522	2.6127
186.3	2.834	2.2524	2.6119
186.4	2.8312	2.2525	2.6112
186.5	2.8284	2.2527	2.6107
186.6	2.8256	2.2528	2.6102
186.7	2.823	2.2529	2.6098
186.8	2.8203	2.2531	2.6095
186.9	2.8178	2.2532	2.6092
187	2.8152	2.2534	2.6089
187.1	2.8126	2.2535	2.6087
187.2	2.81	2.2536	2.6084
187.3	2.8074	2.2538	2.6081
187.4	2.805	2.2539	2.6077
187.5	2.8026	2.2541	2.6074
187.6	2.8002	2.2542	2.6068
187.7	2.7978	2.2544	2.6063
187.8	2.7954	2.2545	2.6056
187.9	2.7932	2.2547	2.6049
188	2.791	2.2548	2.604
188.1	2.7887	2.255	2.6031
188.2	2.7866	2.2551	2.602
188.3	2.7843	2.2553	2.601
188.4	2.7823	2.2554	2.5998
188.5	2.7803	2.2556	2.5986
188.6	2.7784	2.2557	2.5974
188.7	2.7763	2.2559	2.5961
188.8	2.7745	2.256	2.5948
188.9	2.7727	2.2562	2.5937
189	2.7709	2.2564	2.5925
189.1	2.7692	2.2565	2.5914
189.2	2.7674	2.2567	2.5903
189.3	2.7657	2.2568	2.5893
189.4	2.7641	2.257	2.5885
189.5	2.7626	2.2572	2.5877
189.6	2.7611	2.2573	2.5871
189.7	2.7597	2.2574	2.5865
189.8	2.7583	2.2576	2.586
189.9	2.7568	2.2577	2.5855
190	2.7553	2.2578	2.5852
190.1	2.754	2.258	2.5848
190.2	2.7526	2.2581	2.5846
190.3	2.7513	2.2582	2.5844
190.4	2.75	2.2583	2.5841
190.5	2.7487	2.2585	2.5839
190.6	2.7475	2.2586	2.5837
190.7	2.7463	2.2587	2.5835
190.8	2.7451	2.2588	2.5832
190.9	2.7439	2.2589	2.5829
191	2.7427	2.259	2.5825
191.1	2.7414	2.2591	2.5821
191.2	2.7403	2.2592	2.5817
191.3	2.7392	2.2593	2.5812
191.4	2.7383	2.2594	2.5807
191.5	2.7372	2.2595	2.5801
191.6	2.7361	2.2595	2.5796
191.7	2.7352	2.2596	2.5791
191.8	2.7342	2.2597	2.5786
191.9	2.7333	2.2597	2.5781
192	2.7324	2.2597	2.5776
192.1	2.7315	2.2598	2.5771
192.2	2.7308	2.2598	2.5767
192.3	2.73	2.2599	2.5762
192.4	2.7294	2.2599	2.5758
192.5	2.7288	2.26	2.5755
192.6	2.7281	2.26	2.5753
192.7	2.7276	2.2601	2.5752
192.8	2.727	2.2601	2.5752
192.9	2.7266	2.2602	2.5753
193	2.726	2.2602	2.5756
193.1	2.7255	2.2603	2.5759
193.2	2.7251	2.2603	2.5763
193.3	2.7248	2.2604	2.5768
193.4	2.7245	2.2605	2.5773
193.5	2.7242	2.2605	2.5778
193.6	2.7239	2.2606	2.5784
193.7	2.7237	2.2606	2.579
193.8	2.7235	2.2607	2.5796
193.9	2.7232	2.2607	2.5802
194	2.7231	2.2608	2.5808
194.1	2.723	2.2609	2.5815
194.2	2.723	2.2609	2.5821
194.3	2.723	2.261	2.5827
194.4	2.7231	2.261	2.5833
194.5	2.7232	2.2611	2.5838
194.6	2.7233	2.2612	2.5843
194.7	2.7235	2.2612	2.5849
194.8	2.7237	2.2613	2.5854
194.9	2.7239	2.2614	2.5859
195	2.7241	2.2614	2.5864
195.1	2.7243	2.2615	2.587
195.2	2.7247	2.2615	2.5876
195.3	2.725	2.2616	2.5882
195.4	2.7254	2.2616	2.5889
195.5	2.7257	2.2617	2.5898
195.6	2.7262	2.2617	2.5907
195.7	2.7267	2.2618	2.5917
195.8	2.7273	2.2618	2.5927
195.9	2.7279	2.2618	2.5938
196	2.7285	2.2619	2.595
196.1	2.7291	2.2619	2.5963
196.2	2.7298	2.2619	2.5975
196.3	2.7305	2.2619	2.5988
196.4	2.7312	2.262	2.6002
196.5	2.732	2.262	2.6017
196.6	2.7327	2.2621	2.6032
196.7	2.7335	2.2621	2.6048
196.8	2.7342	2.2622	2.6063
196.9	2.7351	2.2622	2.6079
197	2.7359	2.2622	2.6094
197.1	2.7368	2.2622	2.6109
197.2	2.7377	2.2622	2.6124
197.3	2.7386	2.2622	2.6138
197.4	2.7396	2.2623	2.6152
197.5	2.7406	2.2623	2.6165
197.6	2.7415	2.2623	2.6178
197.7	2.7426	2.2623	2.619
197.8	2.7437	2.2623	2.6202
197.9	2.7448	2.2624	2.6214
198	2.7459	2.2624	2.6225
198.1	2.7471	2.2624	2.6235
198.2	2.7483	2.2624	2.6245
198.3	2.7494	2.2625	2.6254
198.4	2.7506	2.2625	2.6263
198.5	2.7517	2.2625	2.6271
198.6	2.7529	2.2626	2.628
198.7	2.7542	2.2626	2.6289
198.8	2.7554	2.2626	2.6297
198.9	2.7566	2.2627	2.6306
199	2.7579	2.2627	2.6315
199.1	2.7592	2.2627	2.6323
199.2	2.7606	2.2627	2.6331
199.3	2.762	2.2627	2.6339
199.4	2.7634	2.2627	2.6347
199.5	2.7649	2.2628	2.6355
199.6	2.7664	2.2628	2.6362
199.7	2.768	2.2628	2.6368
199.8	2.7695	2.2628	2.6374
199.9	2.7711	2.2628	2.6379
200	2.7727	2.2628	2.6385
200.1	2.7742	2.2628	2.639
200.2	2.7759	2.2628	2.6394
200.3	2.7775	2.2628	2.6399
200.4	2.7792	2.2627	2.6403
200.5	2.7809	2.2627	2.6406
200.6	2.7825	2.2627	2.641
200.7	2.7842	2.2627	2.6412
200.8	2.786	2.2627	2.6415
200.9	2.7877	2.2626	2.6416
201	2.7895	2.2626	2.6418
201.1	2.7913	2.2626	2.6419
201.2	2.793	2.2625	2.6421
201.3	2.7948	2.2625	2.6422
201.4	2.7965	2.2624	2.6424
201.5	2.7983	2.2624	2.6426
201.6	2.8002	2.2623	2.6428
201.7	2.8022	2.2622	2.6432
201.8	2.8041	2.2622	2.6436
201.9	2.8059	2.2621	2.6441
202	2.8078	2.262	2.6446
202.1	2.8098	2.262	2.6452
202.2	2.8118	2.2619	2.6459
202.3	2.8138	2.2619	2.6466
202.4	2.8158	2.2618	2.6473
202.5	2.818	2.2618	2.6481
202.6	2.8201	2.2617	2.6489
202.7	2.8224	2.2617	2.6498
202.8	2.8248	2.2616	2.6507
202.9	2.8272	2.2616	2.6516
203	2.8296	2.2615	2.6525
203.1	2.832	2.2615	2.6534
203.2	2.8346	2.2614	2.6544
203.3	2.8371	2.2614	2.6554
203.4	2.8397	2.2613	2.6564
203.5	2.8422	2.2613	2.6574
203.6	2.8449	2.2613	2.6584
203.7	2.8475	2.2612	2.6594
203.8	2.8501	2.2612	2.6604
203.9	2.8528	2.2611	2.6613
204	2.8557	2.2611	2.6623
204.1	2.8586	2.261	2.6632
204.2	2.8614	2.2609	2.6642
204.3	2.8643	2.2609	2.6651
204.4	2.8672	2.2608	2.6662
204.5	2.8701	2.2608	2.6673
204.6	2.873	2.2607	2.6684
204.7	2.8758	2.2606	2.6695
204.8	2.8787	2.2605	2.6707
204.9	2.8817	2.2605	2.672
205	2.8846	2.2604	2.6733
205.1	2.8874	2.2603	2.6746
205.2	2.8902	2.2602	2.6761
205.3	2.893	2.26	2.6776
205.4	2.8959	2.2599	2.6792
205.5	2.8988	2.2598	2.6808
205.6	2.9016	2.2597	2.6826
205.7	2.9045	2.2595	2.6844
205.8	2.9074	2.2594	2.6863
205.9	2.9101	2.2593	2.6881
206	2.9131	2.2591	2.69
206.1	2.916	2.259	2.6919
206.2	2.9189	2.2589	2.6938
206.3	2.9218	2.2587	2.6958
206.4	2.9247	2.2586	2.6976
206.5	2.9277	2.2584	2.6996
206.6	2.9306	2.2583	2.7015
206.7	2.9336	2.2581	2.7034
206.8	2.9365	2.2579	2.7053
206.9	2.9394	2.2578	2.7072
207	2.9422	2.2576	2.7091
207.1	2.9451	2.2575	2.7109
207.2	2.948	2.2573	2.7127
207.3	2.9508	2.2572	2.7144
207.4	2.9536	2.257	2.7161
207.5	2.9564	2.2569	2.7177
207.6	2.9592	2.2568	2.7193
207.7	2.9621	2.2566	2.7208
207.8	2.9651	2.2565	2.7223
207.9	2.968	2.2564	2.7237
208	2.971	2.2562	2.7252
208.1	2.9738	2.2561	2.7267
208.2	2.9767	2.256	2.7282
208.3	2.9797	2.2559	2.7297
208.4	2.9827	2.2558	2.7312
208.5	2.9856	2.2556	2.7327
208.6	2.9886	2.2555	2.7341
208.7	2.9915	2.2554	2.7356
208.8	2.9944	2.2553	2.737
208.9	2.9975	2.2552	2.7385
209	3.0004	2.2551	2.74
209.1	3.0033	2.255	2.7416
209.2	3.0063	2.2549	2.7432
209.3	3.0092	2.2548	2.7448
209.4	3.0121	2.2547	2.7465
209.5	3.0152	2.2546	2.7481
209.6	3.0181	2.2545	2.7498
209.7	3.0211	2.2544	2.7515
209.8	3.024	2.2543	2.7532
209.9	3.0269	2.2542	2.755
210	3.0298	2.2541	2.7568
210.1	3.0326	2.254	2.7586
210.2	3.0354	2.2539	2.7604
210.3	3.0382	2.2538	2.7623
210.4	3.0409	2.2538	2.7642
210.5	3.0437	2.2537	2.7661
210.6	3.0463	2.2536	2.768
210.7	3.0491	2.2535	2.7699
210.8	3.0518	2.2534	2.7719
210.9	3.0544	2.2533	2.7738
211	3.057	2.2532	2.7757
211.1	3.0597	2.2531	2.7776
211.2	3.0623	2.253	2.7796
211.3	3.0649	2.253	2.7815
211.4	3.0675	2.2529	2.7835
211.5	3.07	2.2528	2.7855
211.6	3.0727	2.2527	2.7875
211.7	3.0753	2.2526	2.7895
211.8	3.0779	2.2525	2.7916
211.9	3.0806	2.2524	2.7936
212	3.0833	2.2523	2.7957
212.1	3.0861	2.2522	2.7978
212.2	3.0889	2.2522	2.7998
212.3	3.0917	2.2521	2.802
212.4	3.0945	2.252	2.8041
212.5	3.0973	2.252	2.8063
212.6	3.1001	2.2519	2.8085
212.7	3.1029	2.2518	2.8107
212.8	3.1057	2.2518	2.8129
212.9	3.1086	2.2517	2.8151
213	3.1113	2.2516	2.8174
213.1	3.1142	2.2515	2.8196
213.2	3.117	2.2515	2.8218
213.3	3.1199	2.2514	2.8239
213.4	3.1226	2.2513	2.8261
213.5	3.1255	2.2513	2.8282
213.6	3.1282	2.2512	2.8304
213.7	3.1311	2.2512	2.8325
213.8	3.1339	2.2511	2.8346
213.9	3.1369	2.2511	2.8367
214	3.1397	2.251	2.8387
214.1	3.1426	2.251	2.8407
214.2	3.1456	2.251	2.8425
214.3	3.1485	2.2509	2.8444
214.4	3.1515	2.2509	2.8461
214.5	3.1545	2.2508	2.8477
214.6	3.1575	2.2508	2.8493
214.7	3.1605	2.2507	2.8507
214.8	3.1635	2.2507	2.8522
214.9	3.1665	2.2507	2.8536
215	3.1695	2.2506	2.8549
215.1	3.1725	2.2506	2.8562
215.2	3.1754	2.2506	2.8575
215.3	3.1783	2.2506	2.8588
215.4	3.1811	2.2506	2.86
215.5	3.1841	2.2505	2.8611
215.6	3.187	2.2505	2.8623
215.7	3.1898	2.2505	2.8634
215.8	3.1927	2.2505	2.8646
215.9	3.1955	2.2505	2.8657
216	3.1983	2.2505	2.8668
216.1	3.2011	2.2505	2.8679
216.2	3.2039	2.2505	2.8691
216.3	3.2066	2.2505	2.8703
216.4	3.2092	2.2505	2.8714
216.5	3.2118	2.2504	2.8726
216.6	3.2143	2.2504	2.8738
216.7	3.2167	2.2504	2.875
216.8	3.2193	2.2504	2.8762
216.9	3.2218	2.2504	2.8774
217	3.2243	2.2504	2.8786
217.1	3.2268	2.2504	2.8797
217.2	3.2292	2.2504	2.8808
217.3	3.2316	2.2504	2.8819
217.4	3.234	2.2504	2.883
217.5	3.2364	2.2504	2.884
217.6	3.2388	2.2504	2.8851
217.7	3.2413	2.2504	2.886
217.8	3.2436	2.2504	2.8869
217.9	3.2461	2.2504	2.8877
218	3.2484	2.2504	2.8884
218.1	3.2508	2.2504	2.8891
218.2	3.2531	2.2504	2.8898
218.3	3.2555	2.2504	2.8904
218.4	3.2577	2.2504	2.8909
218.5	3.2599	2.2504	2.8915
218.6	3.2621	2.2505	2.892
218.7	3.2643	2.2505	2.8925
218.8	3.2665	2.2505	2.893
218.9	3.2686	2.2505	2.8935
219	3.2706	2.2506	2.8939
219.1	3.2727	2.2506	2.8944
219.2	3.2747	2.2506	2.8948
219.3	3.2767	2.2507	2.8953
219.4	3.2787	2.2507	2.8958
219.5	3.2808	2.2507	2.8963
219.6	3.2827	2.2508	2.8968
219.7	3.2846	2.2508	2.8974
219.8	3.2866	2.2508	2.898
219.9	3.2884	2.2509	2.8986
220	3.2903	2.2509	2.8993
220.1	3.292	2.251	2.9
220.2	3.2939	2.251	2.9007
220.3	3.2956	2.251	2.9014
220.4	3.2974	2.2511	2.9022
220.5	3.2991	2.2511	2.903
220.6	3.3008	2.2512	2.9038
220.7	3.3026	2.2512	2.9047
220.8	3.3044	2.2513	2.9056
220.9	3.306	2.2513	2.9065
221	3.3076	2.2513	2.9073
221.1	3.3092	2.2513	2.9082
221.2	3.3108	2.2514	2.9091
221.3	3.3123	2.2514	2.91
221.4	3.3138	2.2514	2.9108
221.5	3.3152	2.2514	2.9116
221.6	3.3166	2.2514	2.9124
221.7	3.3179	2.2514	2.9132
221.8	3.3192	2.2515	2.914
221.9	3.3205	2.2515	2.9148
222	3.3216	2.2515	2.9156
222.1	3.3228	2.2515	2.9163
222.2	3.3239	2.2515	2.917
222.3	3.325	2.2515	2.9177
222.4	3.326	2.2515	2.9184
222.5	3.327	2.2516	2.919
222.6	3.328	2.2516	2.9196
222.7	3.329	2.2516	2.9203
222.8	3.3299	2.2516	2.9209
222.9	3.3309	2.2516	2.9214
223	3.3319	2.2517	2.922
223.1	3.3327	2.2517	2.9226
223.2	3.3336	2.2517	2.9232
223.3	3.3344	2.2518	2.9238
223.4	3.3353	2.2518	2.9244
223.5	3.336	2.2519	2.925
223.6	3.3367	2.2519	2.9256
223.7	3.3375	2.252	2.9262
223.8	3.3382	2.252	2.9267
223.9	3.3388	2.2521	2.9273
224	3.3394	2.2521	2.9278
224.1	3.3401	2.2522	2.9283
224.2	3.3406	2.2522	2.9288
224.3	3.3411	2.2523	2.9292
224.4	3.3416	2.2524	2.9297
224.5	3.342	2.2524	2.9302
224.6	3.3425	2.2525	2.9306
224.7	3.3431	2.2526	2.9311
224.8	3.3433	2.2526	2.9315
224.9	3.3437	2.2527	2.9318
225	3.3439	2.2528	2.9322
225.1	3.3442	2.2528	2.9326
225.2	3.3444	2.2529	2.9328
225.3	3.3445	2.253	2.9331
225.4	3.3447	2.253	2.9333
225.5	3.3448	2.2531	2.9335
225.6	3.3449	2.2531	2.9337
225.7	3.345	2.2532	2.9338
225.8	3.345	2.2533	2.9339
225.9	3.345	2.2533	2.934
226	3.345	2.2534	2.9341
226.1	3.3449	2.2534	2.9341
226.2	3.3448	2.2535	2.9341
226.3	3.3448	2.2535	2.9342
226.4	3.3446	2.2536	2.9342
226.5	3.3444	2.2536	2.9342
226.6	3.3443	2.2537	2.9341
226.7	3.3441	2.2537	2.9341
226.8	3.3439	2.2538	2.934
226.9	3.3435	2.2538	2.934
227	3.3431	2.2539	2.934
227.1	3.3426	2.2539	2.9339
227.2	3.3422	2.254	2.9337
227.3	3.3417	2.254	2.9336
227.4	3.3412	2.2541	2.9334
227.5	3.3406	2.2541	2.9332
227.6	3.3402	2.2542	2.933
227.7	3.3396	2.2543	2.9327
227.8	3.3389	2.2543	2.9323
227.9	3.3383	2.2544	2.9319
228	3.3375	2.2544	2.9315
228.1	3.3368	2.2545	2.9311
228.2	3.336	2.2546	2.9306
228.3	3.3352	2.2546	2.9301
228.4	3.3345	2.2547	2.9295
228.5	3.3338	2.2548	2.9289
228.6	3.3329	2.2548	2.9283
228.7	3.332	2.2549	2.9276
228.8	3.3311	2.255	2.9268
228.9	3.3304	2.2551	2.926
229	3.3296	2.2552	2.9252
229.1	3.3287	2.2553	2.9243
229.2	3.3279	2.2554	2.9233
229.3	3.3271	2.2555	2.9224
229.4	3.3263	2.2556	2.9214
229.5	3.3254	2.2557	2.9203
229.6	3.3244	2.2559	2.9193
229.7	3.3233	2.256	2.9181
229.8	3.3223	2.2561	2.917
229.9	3.3213	2.2562	2.9158
230	3.3203	2.2563	2.9147
230.1	3.3192	2.2565	2.9134
230.2	3.3182	2.2566	2.9122
230.3	3.3171	2.2568	2.9109
230.4	3.3158	2.2569	2.9096
230.5	3.3146	2.257	2.9083
230.6	3.3133	2.2572	2.9069
230.7	3.3119	2.2573	2.9054
230.8	3.3105	2.2575	2.904
230.9	3.3089	2.2576	2.9025
231	3.3075	2.2577	2.9009
231.1	3.306	2.2579	2.8993
231.2	3.3045	2.258	2.8977
231.3	3.303	2.2581	2.896
231.4	3.3014	2.2582	2.8943
231.5	3.2998	2.2584	2.8926
231.6	3.2982	2.2585	2.8909
231.7	3.2965	2.2587	2.8892
231.8	3.2949	2.2588	2.8874
231.9	3.2932	2.2589	2.8856
232	3.2915	2.259	2.8839
232.1	3.2898	2.2592	2.882
232.2	3.2881	2.2593	2.8802
232.3	3.2863	2.2595	2.8784
232.4	3.2846	2.2596	2.8765
232.5	3.2828	2.2598	2.8746
232.6	3.2811	2.2599	2.8726
232.7	3.2794	2.2601	2.8707
232.8	3.2777	2.2603	2.8688
232.9	3.276	2.2604	2.8669
233	3.2741	2.2606	2.8649
233.1	3.2724	2.2607	2.863
233.2	3.2704	2.2609	2.861
233.3	3.2686	2.2611	2.859
233.4	3.2666	2.2612	2.857
233.5	3.2646	2.2614	2.855
233.6	3.2625	2.2616	2.853
233.7	3.2605	2.2617	2.8509
233.8	3.2586	2.2619	2.8489
233.9	3.2566	2.2621	2.8469
234	3.2545	2.2623	2.8448
234.1	3.2523	2.2625	2.8427
234.2	3.2501	2.2627	2.8406
234.3	3.2481	2.2628	2.8384
234.4	3.2458	2.263	2.8363
234.5	3.2436	2.2632	2.8343
234.6	3.2414	2.2634	2.8322
234.7	3.2392	2.2636	2.8302
234.8	3.2368	2.2638	2.8281
234.9	3.2345	2.264	2.8261
235	3.2323	2.2642	2.8242
235.1	3.23	2.2643	2.8223
235.2	3.2277	2.2645	2.8205
235.3	3.2253	2.2647	2.8187
235.4	3.2229	2.2649	2.817
235.5	3.2206	2.2651	2.8153
235.6	3.2182	2.2652	2.8137
235.7	3.2158	2.2654	2.812
235.8	3.2135	2.2656	2.8104
235.9	3.2111	2.2657	2.8088
236	3.2088	2.2659	2.8072
236.1	3.2063	2.266	2.8056
236.2	3.2039	2.2662	2.804
236.3	3.2014	2.2663	2.8023
236.4	3.1991	2.2664	2.8006
236.5	3.1966	2.2666	2.7988
236.6	3.1942	2.2667	2.797
236.7	3.1918	2.2669	2.7951
236.8	3.1892	2.267	2.793
236.9	3.1866	2.2671	2.7909
237	3.1841	2.2673	2.7886
237.1	3.1817	2.2674	2.7862
237.2	3.1791	2.2675	2.7837
237.3	3.1767	2.2677	2.7811
237.4	3.1742	2.2678	2.7784
237.5	3.1716	2.2679	2.7756
237.6	3.1691	2.2681	2.7727
237.7	3.1665	2.2682	2.7697
237.8	3.164	2.2683	2.7668
237.9	3.1615	2.2685	2.7637
238	3.159	2.2686	2.7607
238.1	3.1564	2.2688	2.7577
238.2	3.154	2.2689	2.7548
238.3	3.1514	2.269	2.7519
238.4	3.1489	2.2692	2.7491
238.5	3.1465	2.2693	2.7465
238.6	3.1438	2.2695	2.744
238.7	3.1413	2.2696	2.7417
238.8	3.1388	2.2697	2.7395
238.9	3.1363	2.2699	2.7376
239	3.1337	2.27	2.7359
239.1	3.1311	2.2701	2.7343
239.2	3.1285	2.2703	2.733
239.3	3.1258	2.2704	2.7318
239.4	3.1231	2.2705	2.7308
239.5	3.1206	2.2706	2.73
239.6	3.118	2.2707	2.7293
239.7	3.1155	2.2708	2.7288
239.8	3.1129	2.271	2.7283
239.9	3.1103	2.271	2.728
240	3.1077	2.2711	2.7277
240.1	3.105	2.2712	2.7274
240.2	3.1023	2.2713	2.7271
240.3	3.0998	2.2714	2.7268
240.4	3.0972	2.2715	2.7264
240.5	3.0946	2.2715	2.7259
240.6	3.092	2.2716	2.7254
240.7	3.0895	2.2716	2.7247
240.8	3.0869	2.2717	2.7238
240.9	3.0844	2.2717	2.7227
241	3.0819	2.2717	2.7214
241.1	3.0794	2.2717	2.72
241.2	3.0769	2.2718	2.7184
241.3	3.0744	2.2718	2.7167
241.4	3.0719	2.2718	2.7148
241.5	3.0693	2.2718	2.7128
241.6	3.0669	2.2719	2.7107
241.7	3.0644	2.2719	2.7086
241.8	3.062	2.2719	2.7065
241.9	3.0595	2.2719	2.7043
242	3.057	2.2719	2.7022
242.1	3.0545	2.2719	2.7002
242.2	3.052	2.2719	2.6982
242.3	3.0496	2.2719	2.6964
242.4	3.0471	2.2719	2.6946
242.5	3.0447	2.272	2.6931
242.6	3.0422	2.272	2.6916
242.7	3.0398	2.272	2.6904
242.8	3.0373	2.272	2.6893
242.9	3.0348	2.272	2.6884
243	3.0323	2.272	2.6877
243.1	3.0298	2.272	2.6871
243.2	3.0273	2.272	2.6867
243.3	3.0249	2.272	2.6864
243.4	3.0226	2.272	2.6863
243.5	3.0202	2.272	2.6863
243.6	3.0179	2.272	2.6863
243.7	3.0155	2.272	2.6865
243.8	3.0131	2.272	2.6866
243.9	3.0107	2.272	2.6868
244	3.0083	2.272	2.6869
244.1	3.006	2.272	2.687
244.2	3.0037	2.272	2.6869
244.3	3.0015	2.2719	2.6867
244.4	2.9992	2.2719	2.6864
244.5	2.9968	2.2719	2.6859
244.6	2.9946	2.2719	2.6853
244.7	2.9923	2.2718	2.6845
244.8	2.99	2.2718	2.6835
244.9	2.9877	2.2718	2.6824
245	2.9854	2.2718	2.6811
245.1	2.9831	2.2717	2.6797
245.2	2.9809	2.2717	2.6783
245.3	2.9786	2.2717	2.6767
245.4	2.9764	2.2717	2.6751
245.5	2.9741	2.2716	2.6734
245.6	2.972	2.2716	2.6718
245.7	2.9698	2.2716	2.6701
245.8	2.9676	2.2715	2.6685
245.9	2.9654	2.2715	2.6669
246	2.9632	2.2715	2.6655
246.1	2.9611	2.2714	2.6641
246.2	2.9589	2.2714	2.6629
246.3	2.9568	2.2713	2.6618
246.4	2.9547	2.2713	2.6609
246.5	2.9526	2.2712	2.6601
246.6	2.9504	2.2712	2.6596
246.7	2.9483	2.2711	2.6592
246.8	2.9462	2.2711	2.6589
246.9	2.9441	2.271	2.6587
247	2.9421	2.271	2.6587
247.1	2.9402	2.2709	2.6588
247.2	2.9382	2.2709	2.659
247.3	2.9362	2.2708	2.6592
247.4	2.9342	2.2708	2.6594
247.5	2.9322	2.2707	2.6597
247.6	2.9303	2.2706	2.6599
247.7	2.9283	2.2706	2.6601
247.8	2.9264	2.2706	2.6603
247.9	2.9245	2.2705	2.6604
248	2.9226	2.2705	2.6603
248.1	2.9208	2.2704	2.6602
248.2	2.9189	2.2703	2.6599
248.3	2.9171	2.2703	2.6595
248.4	2.9152	2.2702	2.659
248.5	2.9132	2.2702	2.6583
248.6	2.9114	2.2701	2.6575
248.7	2.9095	2.2701	2.6566
248.8	2.9077	2.27	2.6555
248.9	2.906	2.27	2.6544
249	2.9043	2.2699	2.6532
