	p_Zyl_1	p_Ein	p_Aus
[KWnZOT]	[bar]	[bar]	[bar]
249.1	2.9026	2.2699	2.6519
249.2	2.9009	2.2699	2.6507
249.3	2.8994	2.2698	2.6494
249.4	2.8978	2.2698	2.6481
249.5	2.8962	2.2697	2.6468
249.6	2.8947	2.2697	2.6456
249.7	2.8932	2.2696	2.6445
249.8	2.8917	2.2696	2.6434
249.9	2.8902	2.2695	2.6425
250	2.8888	2.2695	2.6417
250.1	2.8874	2.2694	2.641
250.2	2.886	2.2694	2.6405
250.3	2.8845	2.2693	2.6401
250.4	2.883	2.2692	2.6398
250.5	2.8817	2.2692	2.6396
250.6	2.8805	2.2691	2.6395
250.7	2.8793	2.2691	2.6395
250.8	2.8781	2.269	2.6395
250.9	2.8768	2.2689	2.6396
251	2.8756	2.2689	2.6397
251.1	2.8743	2.2688	2.6399
251.2	2.8731	2.2687	2.64
251.3	2.8719	2.2687	2.6401
251.4	2.8708	2.2686	2.6402
251.5	2.8697	2.2685	2.6402
251.6	2.8685	2.2684	2.6403
251.7	2.8674	2.2684	2.6402
251.8	2.8664	2.2683	2.6401
251.9	2.8653	2.2682	2.6399
252	2.8643	2.2682	2.6397
252.1	2.8633	2.2681	2.6393
252.2	2.8624	2.268	2.6389
252.3	2.8615	2.2679	2.6384
252.4	2.8605	2.2679	2.6379
252.5	2.8596	2.2678	2.6374
252.6	2.8588	2.2677	2.6368
252.7	2.8581	2.2677	2.6362
252.8	2.8573	2.2676	2.6356
252.9	2.8565	2.2676	2.6351
253	2.8558	2.2675	2.6346
253.1	2.8551	2.2674	2.6341
253.2	2.8544	2.2673	2.6337
253.3	2.8538	2.2673	2.6334
253.4	2.8531	2.2672	2.6332
253.5	2.8525	2.2671	2.633
253.6	2.8519	2.2671	2.633
253.7	2.8513	2.267	2.633
253.8	2.8507	2.2669	2.6331
253.9	2.8501	2.2668	2.6334
254	2.8496	2.2668	2.6337
254.1	2.849	2.2667	2.634
254.2	2.8485	2.2666	2.6344
254.3	2.848	2.2665	2.6348
254.4	2.8476	2.2665	2.6353
254.5	2.8473	2.2664	2.6359
254.6	2.8469	2.2663	2.6364
254.7	2.8465	2.2662	2.637
254.8	2.8461	2.2662	2.6375
254.9	2.8458	2.2661	2.6381
255	2.8455	2.266	2.6387
255.1	2.8452	2.2659	2.6392
255.2	2.845	2.2658	2.6398
255.3	2.8449	2.2658	2.6403
255.4	2.8447	2.2657	2.6407
255.5	2.8446	2.2656	2.6412
255.6	2.8445	2.2655	2.6416
255.7	2.8444	2.2654	2.6419
255.8	2.8443	2.2653	2.6423
255.9	2.8444	2.2652	2.6426
256	2.8443	2.2651	2.6429
256.1	2.8443	2.265	2.6432
256.2	2.8444	2.265	2.6436
256.3	2.8444	2.2649	2.644
256.4	2.8445	2.2648	2.6444
256.5	2.8447	2.2647	2.6448
256.6	2.8449	2.2646	2.6453
256.7	2.8451	2.2645	2.6459
256.8	2.8452	2.2644	2.6465
256.9	2.8455	2.2643	2.6471
257	2.8457	2.2642	2.6478
257.1	2.8459	2.2642	2.6485
257.2	2.8462	2.2641	2.6493
257.3	2.8466	2.264	2.6501
257.4	2.847	2.2639	2.651
257.5	2.8474	2.2638	2.6519
257.6	2.8479	2.2637	2.6528
257.7	2.8483	2.2636	2.6537
257.8	2.8487	2.2635	2.6546
257.9	2.8491	2.2634	2.6555
258	2.8496	2.2633	2.6564
258.1	2.8502	2.2632	2.6572
258.2	2.8507	2.2631	2.6581
258.3	2.8514	2.263	2.659
258.4	2.8519	2.2629	2.6599
258.5	2.8526	2.2628	2.6607
258.6	2.8532	2.2627	2.6615
258.7	2.854	2.2626	2.6622
258.8	2.8547	2.2625	2.663
258.9	2.8555	2.2624	2.6637
259	2.8562	2.2622	2.6643
259.1	2.8571	2.2621	2.6649
259.2	2.858	2.262	2.6655
259.3	2.8588	2.2619	2.666
259.4	2.8596	2.2618	2.6665
259.5	2.8605	2.2617	2.6669
259.6	2.8614	2.2616	2.6674
259.7	2.8623	2.2614	2.6678
259.8	2.8633	2.2613	2.6683
259.9	2.8642	2.2612	2.6687
260	2.8652	2.2611	2.6691
260.1	2.8663	2.261	2.6695
260.2	2.8673	2.2609	2.67
260.3	2.8686	2.2608	2.6705
260.4	2.8698	2.2607	2.671
260.5	2.8709	2.2606	2.6715
260.6	2.8721	2.2605	2.6722
260.7	2.8733	2.2604	2.6728
260.8	2.8746	2.2603	2.6735
260.9	2.8759	2.2602	2.6742
261	2.8771	2.2601	2.675
261.1	2.8785	2.26	2.6758
261.2	2.8801	2.2599	2.6767
261.3	2.8816	2.2598	2.6776
261.4	2.8831	2.2597	2.6786
261.5	2.8846	2.2596	2.6795
261.6	2.8862	2.2595	2.6805
261.7	2.8877	2.2594	2.6816
261.8	2.8892	2.2593	2.6826
261.9	2.8909	2.2592	2.6837
262	2.8926	2.2591	2.6848
262.1	2.8943	2.259	2.6859
262.2	2.8959	2.2589	2.6871
262.3	2.8978	2.2589	2.6883
262.4	2.8995	2.2588	2.6894
262.5	2.9013	2.2587	2.6906
262.6	2.903	2.2586	2.6918
262.7	2.9048	2.2585	2.693
262.8	2.9066	2.2584	2.6942
262.9	2.9085	2.2583	2.6955
263	2.9104	2.2582	2.6967
263.1	2.9122	2.2582	2.6979
263.2	2.9141	2.2581	2.6992
263.3	2.916	2.258	2.7004
263.4	2.9178	2.2579	2.7017
263.5	2.9199	2.2578	2.7029
263.6	2.9217	2.2577	2.7041
263.7	2.9236	2.2576	2.7053
263.8	2.9256	2.2576	2.7064
263.9	2.9275	2.2575	2.7076
264	2.9294	2.2574	2.7087
264.1	2.9314	2.2573	2.7099
264.2	2.9334	2.2572	2.7111
264.3	2.9354	2.2571	2.7124
264.4	2.9373	2.257	2.7136
264.5	2.9393	2.257	2.7149
264.6	2.9413	2.2569	2.7163
264.7	2.9434	2.2568	2.7177
264.8	2.9455	2.2568	2.7191
264.9	2.9476	2.2567	2.7206
265	2.9498	2.2566	2.722
265.1	2.9521	2.2565	2.7235
265.2	2.9543	2.2565	2.725
265.3	2.9566	2.2564	2.7265
265.4	2.9587	2.2563	2.7279
265.5	2.9609	2.2563	2.7294
265.6	2.9631	2.2562	2.7309
265.7	2.9652	2.2561	2.7324
265.8	2.9675	2.256	2.7338
265.9	2.9698	2.256	2.7353
266	2.9721	2.2559	2.7368
266.1	2.9745	2.2559	2.7383
266.2	2.9767	2.2558	2.7398
266.3	2.9791	2.2558	2.7413
266.4	2.9815	2.2557	2.7427
266.5	2.9838	2.2556	2.7441
266.6	2.9862	2.2556	2.7455
266.7	2.9887	2.2555	2.7469
266.8	2.9911	2.2555	2.7482
266.9	2.9936	2.2555	2.7495
267	2.996	2.2554	2.7508
267.1	2.9984	2.2554	2.752
267.2	3.0009	2.2554	2.7533
267.3	3.0033	2.2553	2.7544
267.4	3.0057	2.2553	2.7556
267.5	3.0082	2.2553	2.7567
267.6	3.0106	2.2552	2.7578
267.7	3.013	2.2552	2.7589
267.8	3.0154	2.2552	2.76
267.9	3.0179	2.2552	2.761
268	3.0203	2.2552	2.762
268.1	3.0228	2.2553	2.7631
268.2	3.0253	2.2553	2.7642
268.3	3.0278	2.2553	2.7653
268.4	3.0303	2.2553	2.7664
268.5	3.0328	2.2553	2.7675
268.6	3.0353	2.2553	2.7686
268.7	3.038	2.2554	2.7698
268.8	3.0406	2.2554	2.7709
268.9	3.0433	2.2554	2.7721
269	3.046	2.2555	2.7733
269.1	3.0485	2.2555	2.7745
269.2	3.0511	2.2555	2.7757
269.3	3.0537	2.2556	2.7769
269.4	3.0562	2.2556	2.7781
269.5	3.0589	2.2556	2.7793
269.6	3.0615	2.2557	2.7806
269.7	3.0641	2.2557	2.7819
269.8	3.0667	2.2558	2.7831
269.9	3.0693	2.2558	2.7844
270	3.0719	2.2558	2.7857
270.1	3.0745	2.2559	2.787
270.2	3.0771	2.2559	2.7883
270.3	3.0798	2.256	2.7896
270.4	3.0824	2.256	2.7909
270.5	3.085	2.256	2.7922
270.6	3.0877	2.2561	2.7936
270.7	3.0903	2.2561	2.795
270.8	3.0929	2.2561	2.7965
270.9	3.0956	2.2562	2.798
271	3.0981	2.2562	2.7995
271.1	3.1007	2.2563	2.8011
271.2	3.1033	2.2563	2.8027
271.3	3.1058	2.2564	2.8044
271.4	3.1083	2.2564	2.8061
271.5	3.111	2.2565	2.8078
271.6	3.1135	2.2565	2.8095
271.7	3.116	2.2566	2.8113
271.8	3.1186	2.2566	2.8131
271.9	3.1212	2.2567	2.815
272	3.1237	2.2567	2.8169
272.1	3.1263	2.2568	2.8188
272.2	3.1289	2.2568	2.8208
272.3	3.1314	2.2569	2.8228
272.4	3.134	2.2569	2.8248
272.5	3.1366	2.257	2.8269
272.6	3.1392	2.257	2.829
272.7	3.1418	2.2571	2.8311
272.8	3.1443	2.2572	2.8331
272.9	3.1469	2.2572	2.8352
273	3.1493	2.2573	2.8373
273.1	3.1518	2.2573	2.8393
273.2	3.1543	2.2574	2.8413
273.3	3.1567	2.2575	2.8432
273.4	3.1591	2.2575	2.8451
273.5	3.1615	2.2576	2.847
273.6	3.1639	2.2577	2.8489
273.7	3.1664	2.2577	2.8507
273.8	3.1686	2.2578	2.8524
273.9	3.171	2.2578	2.8541
274	3.1733	2.2579	2.8558
274.1	3.1757	2.258	2.8575
274.2	3.178	2.2581	2.8591
274.3	3.1803	2.2582	2.8606
274.4	3.1826	2.2582	2.8622
274.5	3.1849	2.2583	2.8637
274.6	3.1872	2.2584	2.8651
274.7	3.1894	2.2585	2.8665
274.8	3.1917	2.2586	2.8679
274.9	3.194	2.2587	2.8692
275	3.1962	2.2588	2.8705
275.1	3.1984	2.2589	2.8718
275.2	3.2005	2.259	2.873
275.3	3.2026	2.2591	2.8742
275.4	3.2047	2.2592	2.8754
275.5	3.2069	2.2593	2.8765
275.6	3.2089	2.2594	2.8776
275.7	3.2109	2.2595	2.8787
275.8	3.213	2.2596	2.8798
275.9	3.2149	2.2597	2.8808
276	3.2169	2.2597	2.8818
276.1	3.2188	2.2598	2.8828
276.2	3.2206	2.2599	2.8837
276.3	3.2226	2.26	2.8845
276.4	3.2245	2.26	2.8853
276.5	3.2264	2.2601	2.8861
276.6	3.2282	2.2602	2.8868
276.7	3.2301	2.2603	2.8875
276.8	3.2318	2.2604	2.8881
276.9	3.2335	2.2605	2.8888
277	3.2351	2.2605	2.8894
277.1	3.2367	2.2606	2.89
277.2	3.2382	2.2607	2.8905
277.3	3.2398	2.2608	2.8911
277.4	3.2413	2.2608	2.8916
277.5	3.2427	2.2609	2.8921
277.6	3.2441	2.261	2.8926
277.7	3.2455	2.261	2.893
277.8	3.2469	2.2611	2.8934
277.9	3.2483	2.2612	2.8939
278	3.2497	2.2613	2.8943
278.1	3.2511	2.2614	2.8947
278.2	3.2524	2.2615	2.8951
278.3	3.2537	2.2616	2.8955
278.4	3.2551	2.2617	2.8959
278.5	3.2563	2.2618	2.8963
278.6	3.2575	2.2619	2.8967
278.7	3.2588	2.262	2.8971
278.8	3.2601	2.2621	2.8975
278.9	3.2612	2.2622	2.8978
279	3.2623	2.2622	2.8982
279.1	3.2633	2.2623	2.8985
279.2	3.2643	2.2624	2.8988
279.3	3.2653	2.2625	2.8991
279.4	3.2663	2.2626	2.8994
279.5	3.2674	2.2627	2.8997
279.6	3.2683	2.2628	2.9
279.7	3.2692	2.2629	2.9002
279.8	3.27	2.263	2.9004
279.9	3.2709	2.2631	2.9006
280	3.2718	2.2632	2.9008
280.1	3.2726	2.2632	2.9009
280.2	3.2734	2.2633	2.901
280.3	3.2743	2.2634	2.9011
280.4	3.2749	2.2635	2.9012
280.5	3.2756	2.2636	2.9013
280.6	3.2762	2.2637	2.9015
280.7	3.2767	2.2638	2.9016
280.8	3.2773	2.2639	2.9018
280.9	3.2777	2.264	2.9019
281	3.2782	2.2641	2.9021
281.1	3.2786	2.2641	2.9022
281.2	3.2789	2.2642	2.9024
281.3	3.2792	2.2643	2.9025
281.4	3.2795	2.2644	2.9027
281.5	3.2798	2.2645	2.9029
281.6	3.2801	2.2646	2.9031
281.7	3.2804	2.2647	2.9033
281.8	3.2806	2.2648	2.9034
281.9	3.2809	2.265	2.9036
282	3.281	2.2651	2.9037
282.1	3.2812	2.2652	2.9038
282.2	3.2812	2.2653	2.9038
282.3	3.2813	2.2654	2.9038
282.4	3.2813	2.2656	2.9037
282.5	3.2812	2.2657	2.9035
282.6	3.2811	2.2658	2.9033
282.7	3.281	2.266	2.903
282.8	3.2807	2.2661	2.9026
282.9	3.2803	2.2662	2.9022
283	3.28	2.2664	2.9016
283.1	3.2796	2.2665	2.901
283.2	3.2793	2.2667	2.9003
283.3	3.279	2.2668	2.8995
283.4	3.2786	2.2669	2.8986
283.5	3.2782	2.2671	2.8977
283.6	3.2777	2.2672	2.8967
283.7	3.2773	2.2674	2.8956
283.8	3.2768	2.2675	2.8945
283.9	3.2762	2.2677	2.8933
284	3.2756	2.2678	2.892
284.1	3.2749	2.2679	2.8908
284.2	3.2743	2.2681	2.8895
284.3	3.2736	2.2682	2.8883
284.4	3.2728	2.2684	2.887
284.5	3.272	2.2685	2.8857
284.6	3.2712	2.2687	2.8844
284.7	3.2705	2.2688	2.8831
284.8	3.2697	2.2689	2.8819
284.9	3.2687	2.269	2.8807
285	3.2677	2.2692	2.8794
285.1	3.2668	2.2693	2.8782
285.2	3.2658	2.2694	2.8771
285.3	3.2648	2.2695	2.8759
285.4	3.2637	2.2696	2.8748
285.5	3.2626	2.2697	2.8736
285.6	3.2615	2.2698	2.8724
285.7	3.2603	2.2699	2.8713
285.8	3.2592	2.27	2.8701
285.9	3.2579	2.2701	2.8689
286	3.2565	2.2702	2.8676
286.1	3.2552	2.2703	2.8663
286.2	3.2538	2.2704	2.865
286.3	3.2524	2.2705	2.8636
286.4	3.2508	2.2706	2.8622
286.5	3.2493	2.2706	2.8608
286.6	3.2477	2.2707	2.8593
286.7	3.246	2.2708	2.8578
286.8	3.2443	2.2709	2.8563
286.9	3.2427	2.2709	2.8548
287	3.241	2.271	2.8532
287.1	3.2392	2.2711	2.8517
287.2	3.2375	2.2712	2.8501
287.3	3.2357	2.2713	2.8486
287.4	3.2339	2.2714	2.8471
287.5	3.2321	2.2715	2.8455
287.6	3.2303	2.2715	2.844
287.7	3.2285	2.2716	2.8425
287.8	3.2265	2.2717	2.841
287.9	3.2245	2.2718	2.8396
288	3.2226	2.2719	2.8382
288.1	3.2206	2.272	2.8369
288.2	3.2186	2.272	2.8356
288.3	3.2165	2.2721	2.8343
288.4	3.2144	2.2722	2.8331
288.5	3.2123	2.2723	2.832
288.6	3.2103	2.2724	2.8309
288.7	3.2082	2.2724	2.8298
288.8	3.2061	2.2725	2.8287
288.9	3.2039	2.2726	2.8275
289	3.2018	2.2727	2.8264
289.1	3.1996	2.2727	2.8253
289.2	3.1974	2.2728	2.8241
289.3	3.1952	2.2729	2.8229
289.4	3.193	2.2729	2.8216
289.5	3.1908	2.273	2.8202
289.6	3.1885	2.2731	2.8188
289.7	3.1861	2.2732	2.8173
289.8	3.1837	2.2732	2.8157
289.9	3.1813	2.2733	2.814
290	3.1789	2.2733	2.8122
290.1	3.1765	2.2734	2.8103
290.2	3.174	2.2734	2.8083
290.3	3.1715	2.2735	2.8062
290.4	3.1689	2.2735	2.804
290.5	3.1664	2.2735	2.8018
290.6	3.1637	2.2735	2.7995
290.7	3.1611	2.2736	2.7971
290.8	3.1584	2.2736	2.7947
290.9	3.1558	2.2736	2.7922
291	3.1531	2.2736	2.7897
291.1	3.1504	2.2736	2.7873
291.2	3.1477	2.2736	2.7848
291.3	3.1451	2.2736	2.7824
291.4	3.1425	2.2736	2.78
291.5	3.1399	2.2735	2.7776
291.6	3.1371	2.2735	2.7754
291.7	3.1345	2.2735	2.7731
291.8	3.1317	2.2735	2.7711
291.9	3.129	2.2734	2.7691
292	3.1263	2.2734	2.7671
292.1	3.1236	2.2733	2.7653
292.2	3.1208	2.2733	2.7636
292.3	3.1182	2.2733	2.762
292.4	3.1156	2.2732	2.7604
292.5	3.1128	2.2732	2.7589
292.6	3.1101	2.2732	2.7574
292.7	3.1074	2.2731	2.7559
292.8	3.1046	2.2731	2.7545
292.9	3.1019	2.273	2.7531
293	3.0992	2.273	2.7518
293.1	3.0965	2.2729	2.7504
293.2	3.0938	2.2729	2.749
293.3	3.0912	2.2728	2.7476
293.4	3.0884	2.2728	2.7462
293.5	3.0857	2.2728	2.7448
293.6	3.0828	2.2727	2.7433
293.7	3.0801	2.2727	2.7418
293.8	3.0774	2.2727	2.7401
293.9	3.0745	2.2726	2.7385
294	3.0718	2.2726	2.7368
294.1	3.069	2.2726	2.7351
294.2	3.0663	2.2725	2.7332
294.3	3.0635	2.2725	2.7314
294.4	3.0608	2.2724	2.7296
294.5	3.0581	2.2724	2.7277
294.6	3.0553	2.2723	2.7258
294.7	3.0526	2.2722	2.724
294.8	3.0498	2.2721	2.7222
294.9	3.047	2.2721	2.7204
295	3.0442	2.272	2.7187
295.1	3.0415	2.2719	2.7171
295.2	3.0387	2.2718	2.7155
295.3	3.0359	2.2718	2.714
295.4	3.0331	2.2717	2.7127
295.5	3.0302	2.2716	2.7114
295.6	3.0274	2.2715	2.7102
295.7	3.0247	2.2714	2.7091
295.8	3.0219	2.2713	2.7081
295.9	3.0191	2.2712	2.707
296	3.0163	2.2711	2.7061
296.1	3.0135	2.271	2.7053
296.2	3.0107	2.2709	2.7045
296.3	3.0079	2.2708	2.7037
296.4	3.005	2.2707	2.7029
296.5	3.0023	2.2706	2.7021
296.6	2.9996	2.2705	2.7014
296.7	2.9969	2.2704	2.7006
296.8	2.9941	2.2703	2.6998
296.9	2.9915	2.2702	2.6989
297	2.9889	2.2701	2.698
297.1	2.9863	2.27	2.697
297.2	2.9836	2.27	2.696
297.3	2.9809	2.2699	2.6949
297.4	2.9782	2.2698	2.6937
297.5	2.9756	2.2698	2.6924
297.6	2.973	2.2697	2.6911
297.7	2.9705	2.2697	2.6897
297.8	2.9679	2.2696	2.6883
297.9	2.9654	2.2695	2.6868
298	2.963	2.2695	2.6853
298.1	2.9605	2.2694	2.6838
298.2	2.9581	2.2693	2.6822
298.3	2.9557	2.2693	2.6806
298.4	2.9533	2.2692	2.6791
298.5	2.9508	2.2691	2.6775
298.6	2.9485	2.269	2.676
298.7	2.9461	2.2689	2.6746
298.8	2.9437	2.2689	2.6732
298.9	2.9414	2.2688	2.6719
299	2.9391	2.2687	2.6707
299.1	2.9368	2.2686	2.6696
299.2	2.9346	2.2685	2.6685
299.3	2.9324	2.2684	2.6676
299.4	2.9301	2.2683	2.6667
299.5	2.928	2.2682	2.666
299.6	2.9258	2.2681	2.6653
299.7	2.9238	2.268	2.6647
299.8	2.9217	2.2679	2.6641
299.9	2.9196	2.2678	2.6637
300	2.9176	2.2677	2.6633
300.1	2.9156	2.2676	2.6629
300.2	2.9137	2.2675	2.6626
300.3	2.9118	2.2674	2.6624
300.4	2.9102	2.2672	2.6621
300.5	2.9084	2.2671	2.6619
300.6	2.9066	2.267	2.6617
300.7	2.905	2.2669	2.6614
300.8	2.9032	2.2668	2.6611
300.9	2.9015	2.2666	2.6608
301	2.8999	2.2665	2.6605
301.1	2.8983	2.2664	2.6601
301.2	2.8966	2.2663	2.6598
301.3	2.8951	2.2662	2.6593
301.4	2.8935	2.266	2.6589
301.5	2.8921	2.2659	2.6584
301.6	2.8907	2.2658	2.658
301.7	2.8894	2.2657	2.6575
301.8	2.888	2.2656	2.657
301.9	2.8868	2.2655	2.6565
302	2.8854	2.2654	2.656
302.1	2.8842	2.2653	2.6556
302.2	2.8829	2.2652	2.6551
302.3	2.8817	2.2651	2.6547
302.4	2.8805	2.265	2.6544
302.5	2.8794	2.2649	2.6541
302.6	2.8782	2.2649	2.6539
302.7	2.8772	2.2648	2.6538
302.8	2.8761	2.2647	2.6538
302.9	2.875	2.2646	2.6538
303	2.874	2.2645	2.654
303.1	2.8731	2.2644	2.6542
303.2	2.8721	2.2644	2.6545
303.3	2.8712	2.2643	2.6549
303.4	2.8703	2.2642	2.6554
303.5	2.8694	2.2641	2.6559
303.6	2.8686	2.2641	2.6565
303.7	2.8678	2.264	2.6572
303.8	2.867	2.2639	2.6579
303.9	2.8663	2.2638	2.6586
304	2.8657	2.2638	2.6594
304.1	2.8651	2.2637	2.6601
304.2	2.8647	2.2636	2.6609
304.3	2.8642	2.2635	2.6617
304.4	2.8638	2.2635	2.6625
304.5	2.8632	2.2634	2.6633
304.6	2.8629	2.2633	2.664
304.7	2.8626	2.2632	2.6647
304.8	2.8623	2.2632	2.6653
304.9	2.8621	2.2631	2.6659
305	2.8619	2.263	2.6666
305.1	2.8618	2.2629	2.6671
305.2	2.8617	2.2628	2.6676
305.3	2.8618	2.2628	2.6681
305.4	2.8619	2.2627	2.6686
305.5	2.8621	2.2626	2.669
305.6	2.8622	2.2625	2.6695
305.7	2.8625	2.2624	2.6699
305.8	2.8627	2.2623	2.6703
305.9	2.863	2.2622	2.6708
306	2.8634	2.2621	2.6712
306.1	2.8638	2.262	2.6718
306.2	2.8643	2.2619	2.6723
306.3	2.8648	2.2618	2.6729
306.4	2.8653	2.2617	2.6735
306.5	2.8659	2.2616	2.6743
306.6	2.8666	2.2615	2.675
306.7	2.8674	2.2614	2.6758
306.8	2.8681	2.2613	2.6767
306.9	2.8689	2.2612	2.6776
307	2.8698	2.2611	2.6785
307.1	2.8707	2.261	2.6795
307.2	2.8717	2.2609	2.6805
307.3	2.8727	2.2608	2.6815
307.4	2.8738	2.2607	2.6825
307.5	2.875	2.2605	2.6835
307.6	2.8762	2.2604	2.6845
307.7	2.8774	2.2603	2.6856
307.8	2.8787	2.2603	2.6866
307.9	2.8801	2.2602	2.6875
308	2.8815	2.2601	2.6885
308.1	2.8829	2.26	2.6894
308.2	2.8844	2.2599	2.6903
308.3	2.8859	2.2598	2.6912
308.4	2.8874	2.2597	2.692
308.5	2.8891	2.2596	2.6928
308.6	2.8908	2.2595	2.6935
308.7	2.8925	2.2594	2.6943
308.8	2.8944	2.2594	2.695
308.9	2.8961	2.2593	2.6957
309	2.8979	2.2592	2.6965
309.1	2.9	2.2591	2.6973
309.2	2.902	2.2589	2.6981
309.3	2.904	2.2588	2.6989
309.4	2.9061	2.2587	2.6998
309.5	2.908	2.2586	2.7008
309.6	2.9101	2.2585	2.7018
309.7	2.9124	2.2584	2.7029
309.8	2.9146	2.2583	2.7041
309.9	2.9169	2.2582	2.7054
310	2.919	2.2581	2.7068
310.1	2.9212	2.258	2.7083
310.2	2.9234	2.2578	2.7099
310.3	2.9257	2.2577	2.7115
310.4	2.9281	2.2576	2.7133
310.5	2.9306	2.2575	2.715
310.6	2.9331	2.2574	2.7169
310.7	2.9355	2.2573	2.7188
310.8	2.9379	2.2571	2.7207
310.9	2.9405	2.257	2.7226
311	2.9431	2.2569	2.7246
311.1	2.9457	2.2568	2.7265
311.2	2.9483	2.2567	2.7285
311.3	2.951	2.2566	2.7304
311.4	2.9536	2.2565	2.7324
311.5	2.9564	2.2563	2.7342
311.6	2.9591	2.2562	2.7361
311.7	2.9618	2.2561	2.7379
311.8	2.9645	2.256	2.7397
311.9	2.9673	2.2559	2.7415
312	2.9701	2.2558	2.7432
312.1	2.9729	2.2557	2.7448
312.2	2.9757	2.2556	2.7465
312.3	2.9785	2.2555	2.7481
312.4	2.9814	2.2554	2.7497
312.5	2.9842	2.2553	2.7514
312.6	2.9871	2.2552	2.753
312.7	2.99	2.2551	2.7547
312.8	2.9928	2.255	2.7564
312.9	2.9957	2.2549	2.7582
313	2.9985	2.2548	2.76
313.1	3.0015	2.2547	2.7619
313.2	3.0043	2.2546	2.7638
313.3	3.0074	2.2544	2.7658
313.4	3.0103	2.2543	2.7679
313.5	3.0133	2.2542	2.7701
313.6	3.0162	2.2541	2.7722
313.7	3.0192	2.254	2.7745
313.8	3.0222	2.254	2.7768
313.9	3.0251	2.2538	2.7791
314	3.0281	2.2537	2.7815
314.1	3.0312	2.2536	2.7839
314.2	3.0343	2.2536	2.7863
314.3	3.0375	2.2535	2.7887
314.4	3.0406	2.2534	2.7911
314.5	3.0438	2.2533	2.7934
314.6	3.0468	2.2532	2.7958
314.7	3.0499	2.2531	2.7981
314.8	3.053	2.253	2.8003
314.9	3.0562	2.2529	2.8026
315	3.0593	2.2528	2.8047
315.1	3.0625	2.2527	2.8068
315.2	3.0657	2.2526	2.8087
315.3	3.0689	2.2525	2.8106
315.4	3.0721	2.2524	2.8125
315.5	3.0754	2.2523	2.8143
315.6	3.0785	2.2522	2.816
315.7	3.0817	2.2521	2.8177
315.8	3.0848	2.252	2.8194
315.9	3.0879	2.252	2.8209
316	3.0911	2.2519	2.8226
316.1	3.0941	2.2518	2.8242
316.2	3.0971	2.2518	2.8258
316.3	3.1002	2.2517	2.8274
316.4	3.1032	2.2517	2.8291
316.5	3.1062	2.2516	2.8307
316.6	3.1092	2.2515	2.8324
316.7	3.1122	2.2515	2.8341
316.8	3.115	2.2514	2.8359
316.9	3.118	2.2514	2.8377
317	3.1209	2.2513	2.8395
317.1	3.1238	2.2513	2.8414
317.2	3.1266	2.2513	2.8433
317.3	3.1295	2.2512	2.8452
317.4	3.1322	2.2512	2.8472
317.5	3.1349	2.2512	2.8492
317.6	3.1376	2.2512	2.8512
317.7	3.1404	2.2512	2.8532
317.8	3.143	2.2512	2.8552
317.9	3.1457	2.2511	2.8571
318	3.1483	2.2511	2.8591
318.1	3.1509	2.2511	2.861
318.2	3.1536	2.2512	2.8629
318.3	3.1561	2.2512	2.8648
318.4	3.1586	2.2512	2.8666
318.5	3.1611	2.2512	2.8684
318.6	3.1636	2.2512	2.8701
318.7	3.166	2.2512	2.8718
318.8	3.1684	2.2513	2.8734
318.9	3.1709	2.2513	2.875
319	3.1734	2.2513	2.8764
319.1	3.1757	2.2514	2.8779
319.2	3.178	2.2514	2.8793
319.3	3.1802	2.2515	2.8807
319.4	3.1824	2.2515	2.8821
319.5	3.1847	2.2516	2.8835
319.6	3.1868	2.2517	2.8848
319.7	3.1889	2.2517	2.8862
319.8	3.1909	2.2518	2.8876
319.9	3.193	2.2519	2.889
320	3.195	2.2519	2.8904
320.1	3.1968	2.252	2.8918
320.2	3.1987	2.2521	2.8933
320.3	3.2005	2.2522	2.8947
320.4	3.2023	2.2522	2.8961
320.5	3.2041	2.2523	2.8976
320.6	3.2058	2.2523	2.899
320.7	3.2074	2.2524	2.9005
320.8	3.2089	2.2524	2.9019
320.9	3.2105	2.2525	2.9033
321	3.2119	2.2525	2.9047
321.1	3.2134	2.2526	2.9061
321.2	3.2148	2.2527	2.9075
321.3	3.2161	2.2527	2.9088
321.4	3.2173	2.2528	2.91
321.5	3.2185	2.2528	2.9112
321.6	3.2197	2.2529	2.9122
321.7	3.2208	2.253	2.9132
321.8	3.2219	2.253	2.9142
321.9	3.2229	2.2531	2.915
322	3.224	2.2532	2.9157
322.1	3.225	2.2532	2.9164
322.2	3.2259	2.2533	2.9169
322.3	3.2267	2.2534	2.9174
322.4	3.2275	2.2535	2.9178
322.5	3.2284	2.2535	2.918
322.6	3.2291	2.2536	2.9182
322.7	3.2297	2.2537	2.9184
322.8	3.2304	2.2538	2.9184
322.9	3.231	2.2539	2.9185
323	3.2315	2.254	2.9184
323.1	3.2318	2.2542	2.9184
323.2	3.2322	2.2543	2.9183
323.3	3.2326	2.2544	2.9181
323.4	3.233	2.2545	2.918
323.5	3.2332	2.2546	2.9178
323.6	3.2334	2.2547	2.9176
323.7	3.2336	2.2548	2.9175
323.8	3.2337	2.255	2.9173
323.9	3.2338	2.2551	2.9171
324	3.2338	2.2552	2.9168
324.1	3.2338	2.2553	2.9166
324.2	3.2338	2.2554	2.9163
324.3	3.2337	2.2555	2.916
