 	 1kHz	 0.5kHz 	 0.25kHz 	 roh
[KWnZOT]	[bar]	[bar]	[bar]	[bar]
-303.8	1.1864	1.1889	1.1906	1.1854
-303.7	1.1867	1.1889	1.1906	1.1856
-303.6	1.1872	1.189	1.1906	1.1863
-303.5	1.1879	1.1891	1.1907	1.1873
-303.4	1.1887	1.1893	1.1907	1.1885
-303.3	1.1894	1.1895	1.1907	1.1899
-303.2	1.1902	1.1898	1.1907	1.1913
-303.1	1.1908	1.19	1.1908	1.1925
-303	1.1913	1.1903	1.1908	1.1935
-302.9	1.1916	1.1905	1.1908	1.1933
-302.8	1.1917	1.1907	1.1908	1.1928
-302.7	1.1917	1.191	1.1909	1.1921
-302.6	1.1916	1.1912	1.1909	1.1914
-302.5	1.1915	1.1914	1.1909	1.1908
-302.4	1.1914	1.1915	1.1909	1.1902
-302.3	1.1914	1.1917	1.1909	1.1899
-302.2	1.1915	1.1918	1.1909	1.19
-302.1	1.1917	1.192	1.1909	1.1906
-302	1.192	1.1921	1.1908	1.1914
-301.9	1.1923	1.1922	1.1908	1.1919
-301.8	1.1927	1.1922	1.1908	1.1925
-301.7	1.1931	1.1923	1.1907	1.1932
-301.6	1.1934	1.1922	1.1907	1.1939
-301.5	1.1937	1.1922	1.1906	1.1946
-301.4	1.1937	1.192	1.1905	1.1947
-301.3	1.1936	1.1919	1.1905	1.1947
-301.2	1.1933	1.1916	1.1904	1.1944
-301.1	1.1929	1.1914	1.1903	1.194
-301	1.1922	1.191	1.1902	1.1933
-300.9	1.1914	1.1907	1.1901	1.1919
-300.8	1.1906	1.1903	1.1899	1.1904
-300.7	1.1897	1.1899	1.1898	1.1891
-300.6	1.1889	1.1895	1.1897	1.188
-300.5	1.1882	1.1892	1.1896	1.1872
-300.4	1.1875	1.1888	1.1894	1.1865
-300.3	1.187	1.1885	1.1893	1.1861
-300.2	1.1867	1.1882	1.1892	1.1861
-300.1	1.1864	1.1879	1.1891	1.1863
-300	1.1863	1.1877	1.189	1.1867
-299.9	1.1863	1.1876	1.1889	1.1865
-299.8	1.1863	1.1874	1.1887	1.1864
-299.7	1.1864	1.1873	1.1886	1.1864
-299.6	1.1865	1.1873	1.1885	1.1865
-299.5	1.1867	1.1872	1.1885	1.1868
-299.4	1.1869	1.1872	1.1884	1.1869
-299.3	1.1871	1.1872	1.1883	1.187
-299.2	1.1874	1.1873	1.1882	1.1874
-299.1	1.1876	1.1873	1.1881	1.1878
-299	1.1878	1.1873	1.188	1.1882
-298.9	1.188	1.1874	1.188	1.188
-298.8	1.1882	1.1874	1.1879	1.1878
-298.7	1.1883	1.1875	1.1878	1.1878
-298.6	1.1884	1.1875	1.1877	1.188
-298.5	1.1884	1.1875	1.1877	1.1884
-298.4	1.1883	1.1875	1.1876	1.1888
-298.3	1.1882	1.1875	1.1875	1.1892
-298.2	1.188	1.1875	1.1874	1.1894
-298.1	1.1876	1.1875	1.1874	1.1894
-298	1.1872	1.1874	1.1873	1.189
-297.9	1.1868	1.1874	1.1872	1.1872
-297.8	1.1864	1.1873	1.1871	1.1854
-297.7	1.1862	1.1873	1.187	1.1839
-297.6	1.1861	1.1872	1.1869	1.183
-297.5	1.1862	1.1872	1.1868	1.183
-297.4	1.1865	1.1872	1.1867	1.1842
-297.3	1.187	1.1872	1.1866	1.186
-297.2	1.1875	1.1871	1.1865	1.1882
-297.1	1.1879	1.1871	1.1864	1.1903
-297	1.1882	1.187	1.1863	1.1918
-296.9	1.1882	1.1869	1.1862	1.1913
-296.8	1.1881	1.1868	1.186	1.1901
-296.7	1.1877	1.1866	1.1859	1.1885
-296.6	1.1873	1.1864	1.1857	1.1868
-296.5	1.1867	1.1862	1.1856	1.1853
-296.4	1.1861	1.186	1.1854	1.1844
-296.3	1.1856	1.1858	1.1852	1.1841
-296.2	1.1852	1.1855	1.1851	1.1842
-296.1	1.1848	1.1853	1.1849	1.1846
-296	1.1844	1.185	1.1847	1.1851
-295.9	1.1842	1.1848	1.1845	1.1847
-295.8	1.1839	1.1846	1.1843	1.1842
-295.7	1.1837	1.1843	1.1841	1.1837
-295.6	1.1835	1.1841	1.1839	1.1834
-295.5	1.1834	1.1839	1.1837	1.1831
-295.4	1.1833	1.1836	1.1835	1.1827
-295.3	1.1833	1.1834	1.1833	1.1826
-295.2	1.1833	1.1832	1.1831	1.1827
-295.1	1.1833	1.183	1.1829	1.1831
-295	1.1832	1.1828	1.1827	1.1836
-294.9	1.1831	1.1826	1.1825	1.1837
-294.8	1.1829	1.1823	1.1822	1.1838
-294.7	1.1827	1.1821	1.182	1.1837
-294.6	1.1823	1.1819	1.1818	1.1835
-294.5	1.1818	1.1816	1.1816	1.1831
-294.4	1.1813	1.1813	1.1814	1.1818
-294.3	1.1807	1.1811	1.1811	1.1805
-294.2	1.1802	1.1808	1.1809	1.1793
-294.1	1.1798	1.1806	1.1807	1.1784
-294	1.1795	1.1803	1.1805	1.178
-293.9	1.1794	1.1801	1.1803	1.1778
-293.8	1.1794	1.1799	1.18	1.178
-293.7	1.1795	1.1797	1.1798	1.1787
-293.6	1.1796	1.1795	1.1796	1.1796
-293.5	1.1798	1.1793	1.1794	1.1806
-293.4	1.1799	1.1791	1.1792	1.1809
-293.3	1.18	1.1788	1.179	1.1809
-293.2	1.1799	1.1786	1.1788	1.1809
-293.1	1.1797	1.1783	1.1786	1.1807
-293	1.1793	1.1781	1.1784	1.1803
-292.9	1.1788	1.1778	1.1782	1.1794
-292.8	1.1782	1.1775	1.178	1.1785
-292.7	1.1775	1.1772	1.1778	1.1776
-292.6	1.1767	1.1769	1.1777	1.1768
-292.5	1.176	1.1766	1.1775	1.176
-292.4	1.1754	1.1764	1.1773	1.1748
-292.3	1.1748	1.1762	1.1772	1.1739
-292.2	1.1744	1.176	1.177	1.1733
-292.1	1.1742	1.1759	1.1769	1.1731
-292	1.1741	1.1758	1.1767	1.1733
-291.9	1.1741	1.1757	1.1766	1.1735
-291.8	1.1743	1.1757	1.1765	1.174
-291.7	1.1746	1.1758	1.1763	1.1747
-291.6	1.175	1.1758	1.1762	1.1755
-291.5	1.1754	1.1759	1.1761	1.1763
-291.4	1.1758	1.1759	1.176	1.1763
-291.3	1.1762	1.176	1.1759	1.1762
-291.2	1.1766	1.1761	1.1758	1.1763
-291.1	1.177	1.1761	1.1757	1.1764
-291	1.1773	1.1762	1.1756	1.1768
-290.9	1.1776	1.1762	1.1755	1.1772
-290.8	1.1778	1.1762	1.1754	1.1777
-290.7	1.178	1.1761	1.1753	1.1783
-290.6	1.178	1.176	1.1752	1.1788
-290.5	1.1778	1.1758	1.1751	1.1792
-290.4	1.1775	1.1756	1.175	1.1786
-290.3	1.177	1.1754	1.1748	1.1778
-290.2	1.1764	1.1751	1.1747	1.1769
-290.1	1.1757	1.1748	1.1746	1.1759
-290	1.1749	1.1745	1.1745	1.1749
-289.9	1.174	1.1742	1.1743	1.1738
-289.8	1.1732	1.1739	1.1742	1.1728
-289.7	1.1724	1.1736	1.1741	1.172
-289.6	1.1718	1.1734	1.174	1.1715
-289.5	1.1712	1.1731	1.1738	1.1711
-289.4	1.1708	1.173	1.1737	1.1703
-289.3	1.1706	1.1728	1.1736	1.1697
-289.2	1.1705	1.1727	1.1735	1.1695
-289.1	1.1706	1.1727	1.1734	1.1696
-289	1.1709	1.1727	1.1732	1.1702
-288.9	1.1713	1.1728	1.1731	1.1709
-288.8	1.1718	1.1729	1.173	1.1717
-288.7	1.1723	1.173	1.1729	1.1728
-288.6	1.1729	1.1731	1.1728	1.1738
-288.5	1.1734	1.1732	1.1726	1.1747
-288.4	1.1739	1.1733	1.1725	1.1746
-288.3	1.1743	1.1734	1.1724	1.1744
-288.2	1.1746	1.1735	1.1723	1.1742
-288.1	1.1749	1.1735	1.1721	1.1742
-288	1.1751	1.1735	1.172	1.1744
-287.9	1.1752	1.1734	1.1718	1.1748
-287.8	1.1752	1.1733	1.1716	1.1753
-287.7	1.175	1.1731	1.1715	1.1758
-287.6	1.1747	1.1728	1.1713	1.1762
-287.5	1.1743	1.1725	1.1711	1.1762
-287.4	1.1736	1.1721	1.1709	1.1749
-287.3	1.1729	1.1717	1.1707	1.1734
-287.2	1.172	1.1713	1.1705	1.1717
-287.1	1.1711	1.1708	1.1703	1.1702
-287	1.1703	1.1703	1.17	1.169
-286.9	1.1695	1.1698	1.1698	1.1681
-286.8	1.1688	1.1693	1.1696	1.1677
-286.7	1.1682	1.1688	1.1694	1.1676
-286.6	1.1677	1.1683	1.1692	1.1677
-286.5	1.1672	1.1678	1.169	1.1679
-286.4	1.1668	1.1674	1.1688	1.1671
-286.3	1.1665	1.167	1.1686	1.1664
-286.2	1.1662	1.1666	1.1684	1.1657
-286.1	1.1659	1.1663	1.1682	1.1654
-286	1.1656	1.1661	1.168	1.1653
-285.9	1.1652	1.1658	1.1679	1.1655
-285.8	1.1649	1.1657	1.1677	1.1659
-285.7	1.1645	1.1656	1.1676	1.1662
-285.6	1.164	1.1655	1.1674	1.1663
-285.5	1.1636	1.1655	1.1673	1.166
-285.4	1.1631	1.1656	1.1672	1.1643
-285.3	1.1628	1.1657	1.1671	1.1625
-285.2	1.1627	1.1659	1.1669	1.1608
-285.1	1.1628	1.1661	1.1668	1.1598
-285	1.1634	1.1664	1.1667	1.1596
-284.9	1.1644	1.1668	1.1666	1.1604
-284.8	1.1658	1.1672	1.1666	1.1623
-284.7	1.1674	1.1676	1.1665	1.165
-284.6	1.1692	1.168	1.1664	1.1684
-284.5	1.1711	1.1683	1.1663	1.1719
-284.4	1.1727	1.1686	1.1662	1.1746
-284.3	1.174	1.1687	1.166	1.1767
-284.2	1.1747	1.1688	1.1659	1.1782
-284.1	1.1749	1.1687	1.1658	1.1789
-284	1.1744	1.1684	1.1656	1.1786
-283.9	1.1733	1.1681	1.1654	1.177
-283.8	1.1716	1.1676	1.1653	1.1746
-283.7	1.1695	1.167	1.1651	1.1715
-283.6	1.1671	1.1663	1.1649	1.168
-283.5	1.1646	1.1656	1.1647	1.1643
-283.4	1.1622	1.1649	1.1645	1.1601
-283.3	1.1602	1.1642	1.1643	1.1565
-283.2	1.1586	1.1636	1.1641	1.1539
-283.1	1.1577	1.1631	1.1639	1.1524
-283	1.1575	1.1626	1.1637	1.1524
-282.9	1.1579	1.1622	1.1636	1.1534
-282.8	1.1588	1.1619	1.1634	1.1556
-282.7	1.1601	1.1617	1.1632	1.1587
-282.6	1.1616	1.1616	1.1631	1.1623
-282.5	1.1631	1.1614	1.163	1.1658
-282.4	1.1643	1.1613	1.1628	1.1684
-282.3	1.165	1.1612	1.1627	1.1701
-282.2	1.1651	1.1611	1.1626	1.1708
-282.1	1.1646	1.1609	1.1625	1.1702
-282	1.1635	1.1608	1.1624	1.1685
-281.9	1.162	1.1606	1.1623	1.1651
-281.8	1.1601	1.1604	1.1622	1.1611
-281.7	1.1582	1.1603	1.1621	1.1571
-281.6	1.1565	1.1603	1.162	1.1534
-281.5	1.1552	1.1603	1.1619	1.1507
-281.4	1.1545	1.1604	1.1619	1.149
-281.3	1.1545	1.1607	1.1618	1.1488
-281.2	1.1552	1.161	1.1618	1.15
-281.1	1.1567	1.1615	1.1618	1.1526
-281	1.1588	1.162	1.1617	1.1562
-280.9	1.1613	1.1626	1.1617	1.1598
-280.8	1.164	1.1631	1.1617	1.1638
-280.7	1.1667	1.1636	1.1617	1.1679
-280.6	1.169	1.1641	1.1617	1.1718
-280.5	1.1709	1.1644	1.1616	1.175
-280.4	1.172	1.1646	1.1616	1.1772
-280.3	1.1724	1.1647	1.1615	1.1782
-280.2	1.1719	1.1646	1.1615	1.1778
-280.1	1.1705	1.1643	1.1614	1.176
-280	1.1685	1.1639	1.1613	1.1729
-279.9	1.166	1.1634	1.1612	1.1679
-279.8	1.1632	1.1627	1.1611	1.1624
-279.7	1.1605	1.1621	1.161	1.1571
-279.6	1.1581	1.1615	1.1609	1.1526
-279.5	1.1562	1.1609	1.1607	1.1495
-279.4	1.1551	1.1603	1.1606	1.1479
-279.3	1.1548	1.1599	1.1605	1.1481
-279.2	1.1551	1.1595	1.1605	1.15
-279.1	1.1561	1.1592	1.1604	1.1533
-279	1.1574	1.159	1.1603	1.1573
-278.9	1.1588	1.1588	1.1602	1.1611
-278.8	1.16	1.1587	1.1602	1.1645
-278.7	1.1609	1.1585	1.1602	1.1671
-278.6	1.1613	1.1584	1.1601	1.1683
-278.5	1.161	1.1583	1.1601	1.168
-278.4	1.1602	1.1581	1.1601	1.1653
-278.3	1.1589	1.158	1.16	1.1616
-278.2	1.1574	1.158	1.16	1.1573
-278.1	1.1559	1.1579	1.1601	1.1533
-278	1.1546	1.158	1.1601	1.1501
-277.9	1.1538	1.1581	1.1601	1.1483
-277.8	1.1535	1.1584	1.1602	1.1479
-277.7	1.1539	1.1587	1.1602	1.149
-277.6	1.1549	1.1591	1.1603	1.1514
-277.5	1.1565	1.1596	1.1604	1.1546
-277.4	1.1585	1.1602	1.1605	1.1574
-277.3	1.1607	1.1608	1.1606	1.1604
-277.2	1.163	1.1614	1.1607	1.1636
-277.1	1.1651	1.1619	1.1608	1.1667
-277	1.1669	1.1624	1.1608	1.1695
-276.9	1.1682	1.1628	1.1609	1.1718
-276.8	1.1689	1.1631	1.161	1.1733
-276.7	1.169	1.1632	1.1611	1.1739
-276.6	1.1683	1.1633	1.1612	1.1733
-276.5	1.1671	1.1632	1.1612	1.1715
-276.4	1.1654	1.1631	1.1613	1.1678
-276.3	1.1635	1.1629	1.1613	1.1635
-276.2	1.1615	1.1626	1.1613	1.1593
-276.1	1.1598	1.1624	1.1614	1.1556
-276	1.1585	1.1621	1.1614	1.153
-275.9	1.1577	1.1619	1.1615	1.1518
-275.8	1.1576	1.1618	1.1615	1.152
-275.7	1.1581	1.1617	1.1615	1.1537
-275.6	1.159	1.1616	1.1616	1.1565
-275.5	1.1604	1.1616	1.1616	1.1599
-275.4	1.1618	1.1616	1.1617	1.1629
-275.3	1.1632	1.1616	1.1617	1.1657
-275.2	1.1643	1.1616	1.1618	1.168
-275.1	1.165	1.1615	1.1618	1.1696
-275	1.1652	1.1615	1.1619	1.1702
-274.9	1.1648	1.1614	1.1619	1.1694
-274.8	1.1638	1.1612	1.162	1.1677
-274.7	1.1625	1.1611	1.162	1.1652
-274.6	1.1608	1.1609	1.1621	1.1622
-274.5	1.159	1.1608	1.1622	1.159
-274.4	1.1574	1.1608	1.1622	1.1554
-274.3	1.1561	1.1608	1.1623	1.1524
-274.2	1.1554	1.1609	1.1624	1.1504
-274.1	1.1553	1.1611	1.1625	1.1497
-274	1.1559	1.1614	1.1626	1.1505
-273.9	1.1572	1.1618	1.1627	1.1523
-273.8	1.1591	1.1623	1.1628	1.1554
-273.7	1.1615	1.1628	1.1629	1.1595
-273.6	1.164	1.1634	1.163	1.1641
-273.5	1.1666	1.1639	1.1632	1.1688
-273.4	1.1688	1.1644	1.1633	1.1726
-273.3	1.1705	1.1648	1.1634	1.1755
-273.2	1.1716	1.1651	1.1635	1.1773
-273.1	1.1718	1.1653	1.1636	1.1777
-273	1.1714	1.1654	1.1637	1.1768
-272.9	1.1702	1.1653	1.1638	1.1739
-272.8	1.1685	1.1651	1.1638	1.1702
-272.7	1.1665	1.1649	1.1639	1.1661
-272.6	1.1645	1.1647	1.1639	1.1621
-272.5	1.1625	1.1644	1.164	1.1588
-272.4	1.1609	1.1641	1.1641	1.1563
-272.3	1.1598	1.1639	1.1641	1.1549
-272.2	1.1593	1.1637	1.1642	1.1548
-272.1	1.1593	1.1637	1.1643	1.1558
-272	1.1598	1.1636	1.1643	1.1578
-271.9	1.1608	1.1637	1.1644	1.1597
-271.8	1.162	1.1638	1.1645	1.162
-271.7	1.1633	1.1639	1.1646	1.1644
-271.6	1.1646	1.1641	1.1647	1.1667
-271.5	1.1656	1.1643	1.1648	1.1687
-271.4	1.1664	1.1645	1.1649	1.1699
-271.3	1.1667	1.1647	1.1649	1.1705
-271.2	1.1667	1.1648	1.165	1.1703
-271.1	1.1663	1.165	1.1651	1.1693
-271	1.1657	1.1651	1.1652	1.1678
-270.9	1.1649	1.1652	1.1653	1.165
-270.8	1.1642	1.1653	1.1654	1.1623
-270.7	1.1637	1.1655	1.1655	1.1601
-270.6	1.1634	1.1657	1.1656	1.1588
-270.5	1.1636	1.1659	1.1657	1.1587
-270.4	1.1642	1.1661	1.1658	1.1599
-270.3	1.1652	1.1664	1.1659	1.1622
-270.2	1.1665	1.1667	1.166	1.1653
-270.1	1.1678	1.1669	1.1661	1.1687
-270	1.1691	1.1671	1.1662	1.1719
-269.9	1.1702	1.1673	1.1664	1.1735
-269.8	1.1709	1.1674	1.1665	1.1744
-269.7	1.1712	1.1675	1.1666	1.1745
-269.6	1.1711	1.1675	1.1666	1.1739
-269.5	1.1705	1.1674	1.1667	1.1727
-269.4	1.1696	1.1673	1.1668	1.171
-269.3	1.1684	1.1671	1.1669	1.1691
-269.2	1.1671	1.1669	1.167	1.1671
-269.1	1.1657	1.1667	1.1671	1.1652
-269	1.1644	1.1666	1.1672	1.1635
-268.9	1.1634	1.1664	1.1673	1.1615
-268.8	1.1627	1.1664	1.1674	1.16
-268.7	1.1624	1.1664	1.1676	1.1593
-268.6	1.1626	1.1665	1.1677	1.1595
-268.5	1.1632	1.1666	1.1678	1.1605
-268.4	1.1642	1.1668	1.168	1.162
-268.3	1.1655	1.1671	1.1681	1.1641
-268.2	1.1669	1.1675	1.1683	1.1667
-268.1	1.1684	1.1678	1.1685	1.1695
-268	1.1698	1.1682	1.1687	1.1721
-267.9	1.171	1.1685	1.1688	1.1739
-267.8	1.1718	1.1688	1.169	1.1751
-267.7	1.1722	1.1691	1.1692	1.1756
-267.6	1.1722	1.1694	1.1694	1.1753
-267.5	1.1718	1.1696	1.1696	1.1744
-267.4	1.1712	1.1697	1.1698	1.1723
-267.3	1.1705	1.1699	1.1699	1.1699
-267.2	1.1697	1.17	1.1701	1.1678
-267.1	1.169	1.1702	1.1703	1.1662
-267	1.1686	1.1703	1.1705	1.1654
-266.9	1.1685	1.1705	1.1707	1.1655
-266.8	1.1687	1.1707	1.1709	1.1664
-266.7	1.1691	1.171	1.1711	1.1679
-266.6	1.1698	1.1713	1.1713	1.1698
-266.5	1.1706	1.1716	1.1716	1.1717
-266.4	1.1716	1.1719	1.1718	1.1724
-266.3	1.1725	1.1721	1.172	1.1729
-266.2	1.1734	1.1724	1.1722	1.1734
-266.1	1.1742	1.1727	1.1724	1.174
-266	1.1749	1.173	1.1726	1.1748
-265.9	1.1754	1.1732	1.1728	1.176
-265.8	1.1756	1.1734	1.173	1.1771
-265.7	1.1756	1.1735	1.1732	1.178
-265.6	1.1753	1.1737	1.1734	1.1784
-265.5	1.1747	1.1738	1.1736	1.1781
-265.4	1.1739	1.1739	1.1738	1.1759
-265.3	1.1731	1.174	1.1739	1.1733
-265.2	1.1723	1.1741	1.1741	1.1707
-265.1	1.1717	1.1742	1.1743	1.1686
-265	1.1714	1.1744	1.1745	1.1674
-264.9	1.1714	1.1747	1.1747	1.1675
-264.8	1.1719	1.1749	1.1748	1.1687
-264.7	1.1727	1.1753	1.175	1.1708
-264.6	1.1738	1.1756	1.1752	1.1734
-264.5	1.175	1.176	1.1754	1.1762
-264.4	1.1764	1.1764	1.1755	1.1778
-264.3	1.1776	1.1768	1.1757	1.1791
-264.2	1.1788	1.1771	1.1759	1.1801
-264.1	1.1797	1.1774	1.176	1.1808
-264	1.1805	1.1777	1.1762	1.1814
-263.9	1.1809	1.1779	1.1763	1.1817
-263.8	1.1811	1.178	1.1764	1.1819
-263.7	1.181	1.178	1.1765	1.182
-263.6	1.1807	1.178	1.1767	1.1818
-263.5	1.1801	1.1779	1.1768	1.1814
-263.4	1.1794	1.1778	1.1769	1.18
-263.3	1.1785	1.1776	1.177	1.1785
-263.2	1.1776	1.1774	1.1771	1.1771
-263.1	1.1767	1.1772	1.1772	1.1759
-263	1.1759	1.177	1.1773	1.1749
-262.9	1.1753	1.1769	1.1774	1.174
-262.8	1.1748	1.1767	1.1775	1.1736
-262.7	1.1744	1.1766	1.1776	1.1735
-262.6	1.1743	1.1765	1.1777	1.1739
-262.5	1.1744	1.1765	1.1779	1.1744
-262.4	1.1746	1.1765	1.178	1.1745
-262.3	1.175	1.1766	1.1782	1.1747
-262.2	1.1755	1.1768	1.1783	1.1752
-262.1	1.1761	1.1769	1.1785	1.1759
-262	1.1767	1.1772	1.1787	1.1767
-261.9	1.1774	1.1774	1.1788	1.1773
-261.8	1.178	1.1777	1.179	1.1781
-261.7	1.1787	1.178	1.1792	1.179
-261.6	1.1792	1.1783	1.1795	1.1799
-261.5	1.1797	1.1786	1.1797	1.1807
-261.4	1.1801	1.1789	1.1799	1.1809
-261.3	1.1803	1.1792	1.1801	1.1811
-261.2	1.1804	1.1795	1.1804	1.1811
-261.1	1.1805	1.1798	1.1806	1.181
-261	1.1805	1.1801	1.1809	1.1809
-260.9	1.1805	1.1804	1.1811	1.1802
-260.8	1.1805	1.1807	1.1814	1.1797
-260.7	1.1805	1.181	1.1817	1.1794
-260.6	1.1807	1.1814	1.1819	1.1795
-260.5	1.181	1.1817	1.1822	1.18
-260.4	1.1814	1.1821	1.1825	1.1806
-260.3	1.1818	1.1825	1.1828	1.1815
-260.2	1.1823	1.1829	1.1831	1.1826
-260.1	1.1829	1.1833	1.1833	1.1837
-260	1.1834	1.1837	1.1836	1.1847
-259.9	1.1839	1.1842	1.1839	1.1848
-259.8	1.1844	1.1846	1.1842	1.1847
-259.7	1.1848	1.185	1.1844	1.1846
-259.6	1.1853	1.1854	1.1847	1.1847
-259.5	1.1857	1.1858	1.185	1.1851
-259.4	1.1862	1.1862	1.1852	1.1856
-259.3	1.1867	1.1866	1.1855	1.1863
-259.2	1.1871	1.187	1.1857	1.1872
-259.1	1.1875	1.1873	1.1859	1.1882
-259	1.1879	1.1877	1.1862	1.189
-258.9	1.1882	1.188	1.1864	1.1889
-258.8	1.1885	1.1882	1.1866	1.1887
-258.7	1.1888	1.1884	1.1867	1.1885
-258.6	1.1891	1.1886	1.1869	1.1884
-258.5	1.1893	1.1888	1.1871	1.1885
-258.4	1.1896	1.1889	1.1872	1.1885
-258.3	1.1899	1.1889	1.1874	1.1889
-258.2	1.1902	1.1889	1.1875	1.1895
-258.1	1.1905	1.1889	1.1876	1.1903
-258	1.1906	1.1889	1.1878	1.1912
-257.9	1.1907	1.1887	1.1879	1.1915
-257.8	1.1905	1.1886	1.188	1.1916
-257.7	1.1902	1.1884	1.188	1.1916
-257.6	1.1896	1.1882	1.1881	1.1912
-257.5	1.1888	1.1879	1.1882	1.1906
-257.4	1.1879	1.1877	1.1883	1.1892
-257.3	1.1869	1.1874	1.1883	1.1876
-257.2	1.1858	1.1872	1.1884	1.186
-257.1	1.1849	1.1871	1.1885	1.1845
-257	1.184	1.1869	1.1886	1.1832
-256.9	1.1834	1.1869	1.1886	1.1818
-256.8	1.1831	1.1869	1.1887	1.1809
-256.7	1.1832	1.1871	1.1888	1.1807
-256.6	1.1836	1.1873	1.1889	1.1813
-256.5	1.1844	1.1876	1.189	1.1826
-256.4	1.1855	1.1879	1.1891	1.1842
-256.3	1.1869	1.1883	1.1892	1.1862
-256.2	1.1883	1.1888	1.1893	1.1885
-256.1	1.1898	1.1893	1.1895	1.1909
-256	1.1912	1.1897	1.1896	1.1931
-255.9	1.1924	1.1902	1.1897	1.1943
-255.8	1.1933	1.1906	1.1898	1.1952
-255.7	1.194	1.1909	1.1899	1.1956
-255.6	1.1944	1.1912	1.19	1.1957
-255.5	1.1945	1.1914	1.1901	1.1955
-255.4	1.1943	1.1915	1.1902	1.1947
-255.3	1.1939	1.1916	1.1903	1.1939
-255.2	1.1934	1.1916	1.1903	1.1931
-255.1	1.1928	1.1916	1.1904	1.1924
-255	1.1922	1.1915	1.1905	1.1918
-254.9	1.1916	1.1913	1.1906	1.1909
-254.8	1.191	1.1912	1.1906	1.1902
-254.7	1.1905	1.1911	1.1907	1.1898
-254.6	1.1901	1.1909	1.1908	1.1896
-254.5	1.1898	1.1908	1.1908	1.1896
-254.4	1.1896	1.1906	1.1909	1.1892
-254.3	1.1894	1.1905	1.191	1.189
-254.2	1.1894	1.1904	1.1911	1.1891
-254.1	1.1894	1.1904	1.1912	1.1893
-254	1.1894	1.1903	1.1913	1.1897
-253.9	1.1895	1.1903	1.1914	1.1899
-253.8	1.1896	1.1904	1.1915	1.1902
-253.7	1.1897	1.1904	1.1916	1.1904
-253.6	1.1898	1.1905	1.1917	1.1907
-253.5	1.1898	1.1907	1.1918	1.1908
-253.4	1.19	1.1909	1.192	1.1902
-253.3	1.1901	1.1911	1.1921	1.1896
-253.2	1.1904	1.1913	1.1922	1.1892
-253.1	1.1907	1.1916	1.1924	1.1893
-253	1.1912	1.1919	1.1926	1.1898
-252.9	1.1918	1.1922	1.1927	1.1906
-252.8	1.1925	1.1925	1.1929	1.1918
-252.7	1.1933	1.1929	1.1931	1.1933
-252.6	1.194	1.1932	1.1932	1.1948
-252.5	1.1947	1.1935	1.1934	1.1962
-252.4	1.1952	1.1938	1.1936	1.1966
-252.3	1.1957	1.1941	1.1938	1.1966
-252.2	1.1959	1.1943	1.194	1.1965
-252.1	1.196	1.1946	1.1942	1.1964
-252	1.1961	1.1948	1.1943	1.1962
-251.9	1.196	1.1949	1.1945	1.1958
-251.8	1.1958	1.1951	1.1947	1.1956
-251.7	1.1956	1.1952	1.1949	1.1955
-251.6	1.1953	1.1953	1.1951	1.1955
-251.5	1.195	1.1954	1.1952	1.1955
-251.4	1.1948	1.1956	1.1954	1.1949
-251.3	1.1946	1.1957	1.1956	1.1944
-251.2	1.1945	1.1958	1.1958	1.1941
-251.1	1.1945	1.196	1.196	1.1939
-251	1.1946	1.1962	1.1961	1.194
-250.9	1.1949	1.1964	1.1963	1.1939
-250.8	1.1953	1.1966	1.1965	1.1942
-250.7	1.1958	1.1969	1.1967	1.1948
-250.6	1.1965	1.1971	1.1969	1.1958
-250.5	1.1972	1.1974	1.1971	1.197
-250.4	1.198	1.1977	1.1972	1.198
-250.3	1.1988	1.1979	1.1974	1.1991
-250.2	1.1995	1.1982	1.1976	1.2002
-250.1	1.2	1.1984	1.1978	1.2012
-250	1.2004	1.1986	1.1979	1.2019
-249.9	1.2006	1.1987	1.1981	1.2017
-249.8	1.2007	1.1988	1.1982	1.2013
-249.7	1.2006	1.1989	1.1984	1.2008
-249.6	1.2003	1.1989	1.1986	1.2003
-249.5	1.1999	1.1989	1.1987	1.1999
-249.4	1.1995	1.1989	1.1989	1.1994
-249.3	1.1989	1.1989	1.199	1.1991
-249.2	1.1984	1.1989	1.1992	1.1988
-249.1	1.1979	1.1989	1.1993	1.1985
-249	1.1974	1.1989	1.1994	1.1982
-248.9	1.197	1.199	1.1996	1.197
-248.8	1.1968	1.1991	1.1998	1.1959
-248.7	1.1967	1.1992	1.1999	1.1952
-248.6	1.197	1.1994	1.2001	1.1949
-248.5	1.1974	1.1996	1.2002	1.1953
-248.4	1.1982	1.1999	1.2004	1.1962
-248.3	1.1991	1.2002	1.2006	1.1977
-248.2	1.2002	1.2005	1.2007	1.1996
-248.1	1.2014	1.2009	1.2009	1.2018
-248	1.2025	1.2012	1.2011	1.2039
-247.9	1.2034	1.2015	1.2012	1.2051
-247.8	1.2042	1.2018	1.2014	1.2059
-247.7	1.2047	1.2021	1.2016	1.2064
-247.6	1.2049	1.2023	1.2017	1.2066
-247.5	1.2048	1.2025	1.2019	1.2064
-247.4	1.2045	1.2027	1.202	1.2057
-247.3	1.204	1.2028	1.2022	1.2048
-247.2	1.2033	1.2029	1.2023	1.2038
-247.1	1.2026	1.203	1.2025	1.2028
-247	1.2019	1.2031	1.2026	1.2018
-246.9	1.2013	1.2032	1.2028	1.2002
