 	 1kHz	 0.5kHz 	 0.25kHz 	 roh
[KWnZOT]	[bar]	[bar]	[bar]	[bar]
255.9	1.4761	1.4746	1.4734	1.4772
256	1.4759	1.4744	1.4733	1.4774
256.1	1.4754	1.474	1.4732	1.4768
256.2	1.4748	1.4737	1.473	1.476
256.3	1.4741	1.4734	1.4729	1.475
256.4	1.4732	1.473	1.4727	1.4739
256.5	1.4723	1.4726	1.4726	1.4727
256.6	1.4714	1.4722	1.4725	1.4709
256.7	1.4706	1.4719	1.4723	1.4693
256.8	1.47	1.4716	1.4722	1.4682
256.9	1.4695	1.4713	1.4721	1.4676
257	1.4693	1.4711	1.472	1.4677
257.1	1.4692	1.4709	1.4719	1.4681
257.2	1.4693	1.4707	1.4718	1.4688
257.3	1.4695	1.4706	1.4717	1.4699
257.4	1.4699	1.4705	1.4716	1.471
257.5	1.4702	1.4705	1.4715	1.4719
257.6	1.4705	1.4704	1.4714	1.4714
257.7	1.4708	1.4704	1.4714	1.4708
257.8	1.471	1.4704	1.4713	1.4703
257.9	1.4713	1.4705	1.4713	1.4701
258	1.4715	1.4705	1.4712	1.4704
258.1	1.4716	1.4705	1.4712	1.4713
258.2	1.4716	1.4706	1.4712	1.4724
258.3	1.4715	1.4706	1.4711	1.4735
258.4	1.4713	1.4706	1.4711	1.4742
258.5	1.4709	1.4706	1.4711	1.4743
258.6	1.4704	1.4707	1.4711	1.4722
258.7	1.4699	1.4707	1.4711	1.4697
258.8	1.4695	1.4707	1.4711	1.4674
258.9	1.4692	1.4708	1.4712	1.4657
259	1.4693	1.4709	1.4712	1.465
259.1	1.4696	1.4711	1.4712	1.4659
259.2	1.4702	1.4712	1.4713	1.4678
259.3	1.471	1.4714	1.4713	1.4705
259.4	1.4719	1.4716	1.4714	1.4734
259.5	1.4727	1.4718	1.4714	1.4759
259.6	1.4734	1.472	1.4715	1.4764
259.7	1.4738	1.4721	1.4715	1.4762
259.8	1.474	1.4722	1.4716	1.4755
259.9	1.474	1.4723	1.4717	1.4746
260	1.4739	1.4723	1.4717	1.4737
260.1	1.4735	1.4724	1.4718	1.4731
260.2	1.4731	1.4724	1.4719	1.4727
260.3	1.4726	1.4724	1.4719	1.4726
260.4	1.4721	1.4723	1.472	1.4726
260.5	1.4717	1.4723	1.4721	1.4725
260.6	1.4713	1.4723	1.4722	1.4712
260.7	1.471	1.4723	1.4722	1.47
260.8	1.4708	1.4724	1.4723	1.4692
260.9	1.4709	1.4724	1.4724	1.4688
261	1.4711	1.4725	1.4725	1.4691
261.1	1.4716	1.4726	1.4726	1.4699
261.2	1.4722	1.4728	1.4727	1.4713
261.3	1.4729	1.4729	1.4728	1.473
261.4	1.4735	1.4731	1.4729	1.4748
261.5	1.4741	1.4732	1.473	1.4764
261.6	1.4746	1.4734	1.4732	1.4766
261.7	1.4748	1.4735	1.4733	1.4763
261.8	1.4749	1.4736	1.4734	1.4758
261.9	1.4748	1.4737	1.4735	1.4752
262	1.4747	1.4738	1.4736	1.4747
262.1	1.4744	1.4739	1.4738	1.4741
262.2	1.474	1.4739	1.4739	1.4737
262.3	1.4737	1.474	1.4741	1.4735
262.4	1.4734	1.4741	1.4742	1.4735
262.5	1.4732	1.4743	1.4743	1.4736
262.6	1.473	1.4744	1.4745	1.4729
262.7	1.473	1.4745	1.4747	1.4723
262.8	1.4731	1.4747	1.4748	1.472
262.9	1.4734	1.4749	1.475	1.4721
263	1.474	1.4752	1.4752	1.4726
263.1	1.4747	1.4754	1.4754	1.473
263.2	1.4756	1.4757	1.4756	1.4739
263.3	1.4765	1.476	1.4758	1.4752
263.4	1.4775	1.4763	1.476	1.4771
263.5	1.4784	1.4765	1.4762	1.4791
263.6	1.4792	1.4767	1.4764	1.4808
263.7	1.4797	1.4769	1.4766	1.4823
263.8	1.4798	1.4771	1.4768	1.4832
263.9	1.4796	1.4772	1.477	1.4835
264	1.479	1.4773	1.4773	1.4828
264.1	1.4782	1.4774	1.4775	1.4802
264.2	1.4773	1.4774	1.4777	1.4771
264.3	1.4763	1.4775	1.478	1.4743
264.4	1.4756	1.4776	1.4782	1.4721
264.5	1.4751	1.4778	1.4785	1.4709
264.6	1.4749	1.478	1.4788	1.4712
264.7	1.4752	1.4783	1.4791	1.4726
264.8	1.4758	1.4786	1.4794	1.4748
264.9	1.4767	1.479	1.4797	1.4774
265	1.4777	1.4794	1.48	1.4798
265.1	1.4789	1.4799	1.4803	1.4802
265.2	1.4802	1.4804	1.4807	1.4804
265.3	1.4814	1.4809	1.481	1.4806
265.4	1.4827	1.4814	1.4814	1.4812
265.5	1.4839	1.4819	1.4818	1.4823
265.6	1.4849	1.4824	1.4821	1.4845
265.7	1.4858	1.4829	1.4825	1.4869
265.8	1.4864	1.4833	1.4829	1.4893
265.9	1.4866	1.4837	1.4833	1.491
266	1.4864	1.484	1.4837	1.4916
266.1	1.486	1.4843	1.4841	1.4894
266.2	1.4853	1.4845	1.4845	1.4863
266.3	1.4845	1.4848	1.4849	1.4831
266.4	1.4838	1.4851	1.4853	1.4803
266.5	1.4833	1.4854	1.4857	1.4786
266.6	1.4832	1.4857	1.4862	1.4787
266.7	1.4834	1.4861	1.4866	1.4801
266.8	1.484	1.4866	1.487	1.4824
266.9	1.4849	1.4871	1.4875	1.4853
267	1.4859	1.4876	1.488	1.4881
267.1	1.4871	1.4882	1.4885	1.489
267.2	1.4883	1.4888	1.489	1.4894
267.3	1.4894	1.4894	1.4895	1.4898
267.4	1.4906	1.49	1.49	1.4901
267.5	1.4916	1.4907	1.4905	1.4908
267.6	1.4926	1.4913	1.491	1.492
267.7	1.4935	1.4919	1.4915	1.4936
267.8	1.4943	1.4925	1.492	1.4952
267.9	1.4948	1.4931	1.4925	1.4968
268	1.4952	1.4936	1.4931	1.4979
268.1	1.4953	1.4941	1.4936	1.4974
268.2	1.4953	1.4946	1.4941	1.4964
268.3	1.4953	1.4951	1.4947	1.4952
268.4	1.4952	1.4956	1.4952	1.4942
268.5	1.4952	1.496	1.4958	1.4935
268.6	1.4954	1.4965	1.4963	1.493
268.7	1.4958	1.497	1.4969	1.4932
268.8	1.4964	1.4976	1.4974	1.4942
268.9	1.4972	1.4981	1.498	1.4958
269	1.4981	1.4987	1.4986	1.4978
269.1	1.4991	1.4993	1.4992	1.4995
269.2	1.5001	1.4999	1.4998	1.5012
269.3	1.5011	1.5005	1.5004	1.5028
269.4	1.5019	1.5011	1.501	1.5041
269.5	1.5026	1.5017	1.5016	1.505
269.6	1.503	1.5022	1.5022	1.5046
269.7	1.5034	1.5028	1.5028	1.5039
269.8	1.5037	1.5034	1.5034	1.5033
269.9	1.504	1.5039	1.5041	1.5028
270	1.5043	1.5045	1.5047	1.5028
270.1	1.5047	1.5051	1.5053	1.503
270.2	1.5052	1.5057	1.506	1.5038
270.3	1.5058	1.5063	1.5066	1.5051
270.4	1.5065	1.507	1.5073	1.5066
270.5	1.5072	1.5077	1.508	1.5082
270.6	1.508	1.5083	1.5087	1.5089
270.7	1.5088	1.509	1.5094	1.5094
270.8	1.5095	1.5097	1.5101	1.51
270.9	1.5103	1.5105	1.5108	1.5105
271	1.511	1.5112	1.5115	1.5112
271.1	1.5118	1.512	1.5122	1.5116
271.2	1.5126	1.5127	1.5129	1.5121
271.3	1.5134	1.5135	1.5137	1.5129
271.4	1.5142	1.5143	1.5144	1.5139
271.5	1.5151	1.5151	1.5152	1.5151
271.6	1.5161	1.5158	1.5159	1.5157
271.7	1.517	1.5166	1.5167	1.5164
271.8	1.518	1.5174	1.5175	1.5174
271.9	1.5189	1.5182	1.5183	1.5186
272	1.5198	1.519	1.519	1.5201
272.1	1.5206	1.5198	1.5198	1.5214
272.2	1.5213	1.5206	1.5206	1.5226
272.3	1.5218	1.5214	1.5214	1.5236
272.4	1.5223	1.5221	1.5222	1.5244
272.5	1.5227	1.5229	1.523	1.5247
272.6	1.523	1.5237	1.5239	1.5235
272.7	1.5234	1.5245	1.5247	1.5223
272.8	1.5239	1.5253	1.5255	1.5215
272.9	1.5246	1.5261	1.5263	1.5214
273	1.5256	1.527	1.5272	1.5222
273.1	1.5269	1.5279	1.528	1.5241
273.2	1.5283	1.5288	1.5289	1.5268
273.3	1.5298	1.5297	1.5297	1.53
273.4	1.5313	1.5307	1.5306	1.5333
273.5	1.5328	1.5316	1.5315	1.5361
273.6	1.534	1.5325	1.5323	1.5369
273.7	1.535	1.5333	1.5332	1.5371
273.8	1.5358	1.5342	1.5341	1.5369
273.9	1.5364	1.535	1.5349	1.5365
274	1.5369	1.5358	1.5358	1.5363
274.1	1.5372	1.5365	1.5367	1.5364
274.2	1.5376	1.5373	1.5376	1.5368
274.3	1.5379	1.5381	1.5384	1.5376
274.4	1.5383	1.5389	1.5393	1.5385
274.5	1.5387	1.5397	1.5402	1.5395
274.6	1.5392	1.5405	1.5411	1.5393
274.7	1.5399	1.5413	1.542	1.5392
274.8	1.5407	1.5422	1.5429	1.5393
274.9	1.5416	1.5431	1.5437	1.5399
275	1.5428	1.5441	1.5446	1.5411
275.1	1.5441	1.545	1.5455	1.5427
275.2	1.5455	1.546	1.5464	1.5447
275.3	1.547	1.547	1.5473	1.5471
275.4	1.5484	1.548	1.5482	1.5496
275.5	1.5498	1.549	1.5491	1.5519
275.6	1.551	1.55	1.55	1.5529
275.7	1.552	1.5509	1.5509	1.5535
275.8	1.5529	1.5519	1.5518	1.5539
275.9	1.5537	1.5528	1.5526	1.5541
276	1.5543	1.5537	1.5535	1.5544
276.1	1.5549	1.5546	1.5544	1.5544
276.2	1.5555	1.5555	1.5552	1.5546
276.3	1.5561	1.5564	1.5561	1.5551
276.4	1.5568	1.5573	1.5569	1.556
276.5	1.5576	1.5582	1.5578	1.5572
276.6	1.5584	1.559	1.5586	1.5579
276.7	1.5593	1.5599	1.5594	1.5588
276.8	1.5603	1.5608	1.5602	1.56
276.9	1.5613	1.5616	1.561	1.5613
277	1.5623	1.5625	1.5618	1.5627
277.1	1.5633	1.5633	1.5626	1.5635
277.2	1.5643	1.5641	1.5633	1.5644
277.3	1.5652	1.5649	1.5641	1.5654
277.4	1.5661	1.5657	1.5648	1.5664
277.5	1.5669	1.5664	1.5656	1.5675
277.6	1.5677	1.5671	1.5663	1.568
277.7	1.5683	1.5678	1.567	1.5685
277.8	1.5689	1.5685	1.5677	1.5691
277.9	1.5695	1.5691	1.5684	1.5697
278	1.57	1.5697	1.569	1.5704
278.1	1.5705	1.5703	1.5697	1.5704
278.2	1.571	1.5709	1.5703	1.5705
278.3	1.5715	1.5714	1.571	1.5708
278.4	1.572	1.572	1.5716	1.5713
278.5	1.5725	1.5725	1.5722	1.5721
278.6	1.5731	1.573	1.5728	1.5726
278.7	1.5737	1.5735	1.5734	1.5733
278.8	1.5743	1.5739	1.574	1.5742
278.9	1.5749	1.5744	1.5746	1.5753
279	1.5754	1.5748	1.5751	1.5763
279.1	1.5758	1.5753	1.5757	1.5766
279.2	1.5761	1.5757	1.5763	1.5768
279.3	1.5763	1.5761	1.5768	1.577
279.4	1.5765	1.5765	1.5773	1.5772
279.5	1.5766	1.5769	1.5779	1.5773
279.6	1.5767	1.5773	1.5784	1.5769
279.7	1.5768	1.5778	1.5789	1.5765
279.8	1.577	1.5783	1.5794	1.5764
279.9	1.5773	1.5788	1.58	1.5765
280	1.5777	1.5793	1.5805	1.577
280.1	1.5782	1.5798	1.581	1.5771
280.2	1.579	1.5804	1.5815	1.5776
280.3	1.5799	1.581	1.582	1.5786
280.4	1.5809	1.5817	1.5825	1.58
280.5	1.582	1.5823	1.583	1.5817
280.6	1.5831	1.583	1.5834	1.5832
280.7	1.5842	1.5836	1.5839	1.5848
280.8	1.5853	1.5843	1.5844	1.5864
280.9	1.5862	1.5849	1.5848	1.5878
281	1.5869	1.5854	1.5853	1.5889
281.1	1.5874	1.586	1.5857	1.5888
281.2	1.5877	1.5865	1.5861	1.5885
281.3	1.5879	1.5869	1.5865	1.5881
281.4	1.588	1.5873	1.5869	1.5877
281.5	1.5881	1.5877	1.5872	1.5875
281.6	1.5881	1.5881	1.5876	1.5872
281.7	1.5882	1.5884	1.5879	1.5871
281.8	1.5884	1.5888	1.5883	1.5875
281.9	1.5886	1.5891	1.5886	1.5881
282	1.5889	1.5894	1.5889	1.5889
282.1	1.5892	1.5897	1.5892	1.589
282.2	1.5896	1.5899	1.5894	1.5892
282.3	1.59	1.5902	1.5897	1.5896
282.4	1.5904	1.5904	1.5899	1.5902
282.5	1.5908	1.5906	1.5901	1.591
282.6	1.5911	1.5908	1.5903	1.5915
282.7	1.5914	1.5909	1.5905	1.5921
282.8	1.5915	1.5911	1.5907	1.5926
282.9	1.5915	1.5912	1.5908	1.593
283	1.5914	1.5913	1.5909	1.5931
283.1	1.5912	1.5913	1.591	1.592
283.2	1.591	1.5914	1.5911	1.5908
283.3	1.5908	1.5914	1.5912	1.5897
283.4	1.5907	1.5915	1.5913	1.5891
283.5	1.5907	1.5915	1.5913	1.5889
283.6	1.5908	1.5915	1.5914	1.589
283.7	1.591	1.5915	1.5914	1.5896
283.8	1.5913	1.5915	1.5914	1.5907
283.9	1.5917	1.5915	1.5914	1.592
284	1.592	1.5915	1.5913	1.5933
284.1	1.5923	1.5914	1.5913	1.5935
284.2	1.5924	1.5913	1.5912	1.5934
284.3	1.5924	1.5912	1.5911	1.5932
284.4	1.5923	1.5911	1.591	1.5929
284.5	1.592	1.5909	1.5909	1.5926
284.6	1.5916	1.5907	1.5908	1.5919
284.7	1.591	1.5905	1.5906	1.5913
284.8	1.5904	1.5902	1.5904	1.5907
284.9	1.5897	1.59	1.5903	1.5901
285	1.589	1.5897	1.5901	1.5896
285.1	1.5883	1.5894	1.5899	1.5882
285.2	1.5877	1.5892	1.5896	1.587
285.3	1.5873	1.589	1.5894	1.586
285.4	1.5869	1.5887	1.5891	1.5855
285.5	1.5868	1.5885	1.5889	1.5855
285.6	1.5868	1.5884	1.5886	1.5855
285.7	1.5869	1.5882	1.5883	1.586
285.8	1.5872	1.5881	1.588	1.5868
285.9	1.5875	1.5879	1.5877	1.5878
286	1.5878	1.5877	1.5874	1.5889
286.1	1.5881	1.5875	1.587	1.5891
286.2	1.5883	1.5873	1.5867	1.5892
286.3	1.5883	1.5871	1.5863	1.5891
286.4	1.5882	1.5868	1.5859	1.5889
286.5	1.588	1.5864	1.5855	1.5886
286.6	1.5876	1.586	1.5851	1.5876
286.7	1.5871	1.5856	1.5846	1.5867
286.8	1.5865	1.585	1.5842	1.5859
286.9	1.5858	1.5845	1.5837	1.5854
287	1.5851	1.5839	1.5832	1.585
287.1	1.5843	1.5832	1.5827	1.5843
287.2	1.5834	1.5825	1.5822	1.5837
287.3	1.5824	1.5818	1.5816	1.5831
287.4	1.5813	1.5811	1.5811	1.5824
287.5	1.5802	1.5803	1.5805	1.5815
287.6	1.579	1.5796	1.5799	1.5795
287.7	1.5778	1.5788	1.5794	1.5775
287.8	1.5768	1.578	1.5788	1.5757
287.9	1.5758	1.5773	1.5782	1.5743
288	1.575	1.5766	1.5776	1.5734
288.1	1.5743	1.5759	1.577	1.5729
288.2	1.5738	1.5752	1.5763	1.5728
288.3	1.5734	1.5746	1.5757	1.5732
288.4	1.5731	1.574	1.5751	1.5738
288.5	1.5728	1.5735	1.5745	1.5743
288.6	1.5725	1.5729	1.5738	1.5736
288.7	1.5722	1.5724	1.5732	1.5728
288.8	1.5718	1.5718	1.5725	1.572
288.9	1.5714	1.5713	1.5719	1.5712
289	1.571	1.5708	1.5712	1.5706
289.1	1.5706	1.5702	1.5705	1.5699
289.2	1.5701	1.5697	1.5699	1.5695
289.3	1.5697	1.5691	1.5692	1.5693
289.4	1.5692	1.5686	1.5685	1.5693
289.5	1.5686	1.568	1.5678	1.5694
289.6	1.568	1.5674	1.567	1.5687
289.7	1.5673	1.5667	1.5663	1.5679
289.8	1.5666	1.5661	1.5656	1.567
289.9	1.5657	1.5654	1.5648	1.5662
290	1.5649	1.5647	1.5641	1.5653
290.1	1.564	1.5639	1.5633	1.5638
290.2	1.5631	1.5632	1.5625	1.5624
290.3	1.5622	1.5624	1.5617	1.5613
290.4	1.5613	1.5616	1.5609	1.5605
290.5	1.5606	1.5608	1.5601	1.56
290.6	1.5598	1.56	1.5592	1.5594
290.7	1.5591	1.5592	1.5584	1.559
290.8	1.5583	1.5583	1.5575	1.5587
290.9	1.5576	1.5575	1.5567	1.5584
291	1.5568	1.5566	1.5558	1.558
291.1	1.5559	1.5557	1.5549	1.5564
291.2	1.5551	1.5547	1.554	1.5548
291.3	1.5542	1.5538	1.5531	1.5533
291.4	1.5533	1.5528	1.5522	1.5522
291.5	1.5523	1.5518	1.5513	1.5514
291.6	1.5514	1.5508	1.5504	1.5509
291.7	1.5504	1.5497	1.5494	1.5506
291.8	1.5493	1.5486	1.5485	1.5505
291.9	1.5482	1.5476	1.5475	1.5501
292	1.5469	1.5465	1.5466	1.5493
292.1	1.5455	1.5454	1.5456	1.5468
292.2	1.5441	1.5443	1.5446	1.5441
292.3	1.5426	1.5432	1.5437	1.5415
292.4	1.5413	1.5421	1.5427	1.5393
292.5	1.5401	1.541	1.5417	1.5377
292.6	1.539	1.54	1.5408	1.537
292.7	1.5381	1.5389	1.5398	1.5369
292.8	1.5372	1.5379	1.5388	1.5373
292.9	1.5364	1.537	1.5378	1.5378
293	1.5356	1.536	1.5369	1.538
293.1	1.5347	1.5351	1.5359	1.5366
293.2	1.5338	1.5342	1.5349	1.5348
293.3	1.5329	1.5333	1.534	1.5329
293.4	1.532	1.5324	1.533	1.5312
293.5	1.5311	1.5315	1.5321	1.5298
293.6	1.5303	1.5306	1.5311	1.5288
293.7	1.5296	1.5298	1.5301	1.5284
293.8	1.5289	1.5289	1.5292	1.5284
293.9	1.5282	1.5281	1.5282	1.5286
294	1.5276	1.5273	1.5273	1.5288
294.1	1.5268	1.5264	1.5263	1.5279
294.2	1.5261	1.5256	1.5253	1.5268
294.3	1.5252	1.5247	1.5244	1.5257
294.4	1.5243	1.5238	1.5234	1.5245
294.5	1.5234	1.5229	1.5225	1.5234
294.6	1.5224	1.522	1.5215	1.522
294.7	1.5215	1.5211	1.5205	1.5208
294.8	1.5205	1.5201	1.5196	1.5199
294.9	1.5195	1.5192	1.5186	1.5192
295	1.5186	1.5182	1.5177	1.5187
295.1	1.5176	1.5172	1.5167	1.5176
295.2	1.5166	1.5162	1.5157	1.5166
295.3	1.5156	1.5152	1.5148	1.5157
295.4	1.5146	1.5142	1.5138	1.5149
295.5	1.5135	1.5132	1.5128	1.5141
295.6	1.5123	1.5121	1.5119	1.5127
295.7	1.5112	1.5111	1.5109	1.5113
295.8	1.51	1.5101	1.5099	1.51
295.9	1.5088	1.509	1.509	1.5089
296	1.5076	1.508	1.508	1.5078
296.1	1.5064	1.507	1.5071	1.5063
296.2	1.5053	1.506	1.5061	1.505
296.3	1.5042	1.505	1.5052	1.5038
296.4	1.5032	1.5041	1.5042	1.5029
296.5	1.5023	1.5031	1.5033	1.5022
296.6	1.5015	1.5022	1.5024	1.501
296.7	1.5007	1.5013	1.5015	1.5
296.8	1.5	1.5005	1.5005	1.4993
296.9	1.4994	1.4996	1.4996	1.4989
297	1.4988	1.4987	1.4987	1.4988
297.1	1.4983	1.4979	1.4978	1.4984
297.2	1.4977	1.4971	1.4969	1.498
297.3	1.497	1.4962	1.4961	1.4977
297.4	1.4962	1.4954	1.4952	1.4973
297.5	1.4954	1.4945	1.4943	1.4968
297.6	1.4944	1.4936	1.4935	1.4953
297.7	1.4934	1.4928	1.4926	1.4936
297.8	1.4923	1.4919	1.4917	1.492
297.9	1.4912	1.491	1.4909	1.4906
298	1.4902	1.4901	1.4901	1.4895
298.1	1.4891	1.4892	1.4892	1.4883
298.2	1.4881	1.4884	1.4884	1.4875
298.3	1.4872	1.4875	1.4876	1.4869
298.4	1.4863	1.4867	1.4868	1.4865
298.5	1.4855	1.4858	1.486	1.4862
298.6	1.4846	1.485	1.4853	1.485
298.7	1.4838	1.4842	1.4845	1.4839
298.8	1.4831	1.4834	1.4838	1.4829
298.9	1.4824	1.4827	1.483	1.482
299	1.4817	1.4819	1.4823	1.4814
299.1	1.4811	1.4812	1.4816	1.4806
299.2	1.4805	1.4805	1.4809	1.48
299.3	1.4799	1.4798	1.4802	1.4797
299.4	1.4794	1.4792	1.4795	1.4795
299.5	1.4788	1.4785	1.4789	1.4795
299.6	1.4782	1.4779	1.4782	1.4789
299.7	1.4775	1.4773	1.4776	1.4782
299.8	1.4768	1.4766	1.477	1.4775
299.9	1.4761	1.476	1.4764	1.4768
300	1.4753	1.4755	1.4758	1.476
300.1	1.4746	1.4749	1.4752	1.4745
300.2	1.4738	1.4743	1.4747	1.4732
300.3	1.4732	1.4738	1.4741	1.4721
300.4	1.4727	1.4733	1.4736	1.4714
300.5	1.4723	1.4728	1.4731	1.4712
300.6	1.472	1.4724	1.4726	1.471
300.7	1.4718	1.4719	1.4721	1.4712
300.8	1.4716	1.4715	1.4716	1.4716
300.9	1.4715	1.4711	1.4711	1.4721
301	1.4713	1.4707	1.4707	1.4726
301.1	1.471	1.4703	1.4702	1.4721
301.2	1.4707	1.4699	1.4698	1.4714
301.3	1.4703	1.4695	1.4694	1.4707
301.4	1.4698	1.4691	1.469	1.47
301.5	1.4693	1.4687	1.4686	1.4694
301.6	1.4687	1.4683	1.4682	1.4686
301.7	1.468	1.4679	1.4679	1.468
301.8	1.4674	1.4675	1.4675	1.4675
301.9	1.4668	1.4671	1.4672	1.4671
302	1.4662	1.4667	1.4668	1.4667
302.1	1.4657	1.4664	1.4665	1.4654
302.2	1.4652	1.4661	1.4662	1.4643
302.3	1.4649	1.4658	1.4659	1.4635
302.4	1.4647	1.4655	1.4656	1.4632
302.5	1.4647	1.4652	1.4654	1.4634
302.6	1.4647	1.465	1.4651	1.4639
302.7	1.4648	1.4648	1.4649	1.4647
302.8	1.4649	1.4646	1.4646	1.4657
302.9	1.4649	1.4644	1.4644	1.4666
303	1.4648	1.4642	1.4642	1.4672
303.1	1.4647	1.464	1.464	1.4663
303.2	1.4644	1.4638	1.4638	1.4651
303.3	1.464	1.4636	1.4636	1.4638
303.4	1.4637	1.4634	1.4634	1.4627
303.5	1.4634	1.4632	1.4633	1.462
303.6	1.4631	1.4631	1.4631	1.4616
303.7	1.4629	1.4629	1.463	1.4617
303.8	1.4628	1.4627	1.4628	1.4622
303.9	1.4627	1.4625	1.4627	1.4629
304	1.4626	1.4624	1.4626	1.4637
304.1	1.4625	1.4622	1.4625	1.4635
304.2	1.4624	1.4621	1.4624	1.4631
304.3	1.4622	1.462	1.4623	1.4626
304.4	1.462	1.4618	1.4622	1.4622
304.5	1.4617	1.4617	1.4622	1.4619
304.6	1.4615	1.4616	1.4621	1.4613
304.7	1.4612	1.4615	1.4621	1.4609
304.8	1.461	1.4615	1.462	1.4607
304.9	1.4608	1.4614	1.462	1.4607
305	1.4607	1.4614	1.4619	1.4609
305.1	1.4607	1.4614	1.4619	1.4605
305.2	1.4607	1.4615	1.4619	1.4603
305.3	1.4608	1.4615	1.4619	1.4603
305.4	1.4609	1.4616	1.4619	1.4606
305.5	1.4611	1.4617	1.4619	1.461
305.6	1.4614	1.4618	1.4619	1.4611
305.7	1.4618	1.462	1.462	1.4614
305.8	1.4621	1.4621	1.462	1.4618
305.9	1.4625	1.4623	1.462	1.4625
306	1.4628	1.4624	1.462	1.4633
306.1	1.4632	1.4626	1.462	1.4636
306.2	1.4634	1.4627	1.4621	1.4638
306.3	1.4636	1.4628	1.4621	1.4641
306.4	1.4637	1.4629	1.4621	1.4643
306.5	1.4637	1.4629	1.4621	1.4645
306.6	1.4636	1.463	1.4622	1.4639
306.7	1.4635	1.463	1.4622	1.4633
306.8	1.4634	1.463	1.4622	1.4629
306.9	1.4633	1.463	1.4622	1.4627
307	1.4631	1.463	1.4622	1.4627
307.1	1.463	1.463	1.4622	1.4625
307.2	1.4629	1.4629	1.4622	1.4625
307.3	1.4629	1.4629	1.4623	1.4628
307.4	1.4628	1.4628	1.4623	1.4631
307.5	1.4627	1.4627	1.4623	1.4635
307.6	1.4625	1.4627	1.4623	1.4631
307.7	1.4624	1.4626	1.4623	1.4627
307.8	1.4622	1.4625	1.4623	1.4623
307.9	1.4621	1.4624	1.4623	1.462
308	1.462	1.4624	1.4623	1.4619
308.1	1.4619	1.4623	1.4622	1.4614
308.2	1.4619	1.4623	1.4622	1.4611
308.3	1.4619	1.4622	1.4622	1.4611
308.4	1.462	1.4622	1.4622	1.4614
308.5	1.4621	1.4621	1.4622	1.462
308.6	1.4622	1.4621	1.4622	1.4622
308.7	1.4624	1.4621	1.4622	1.4625
308.8	1.4625	1.462	1.4622	1.4629
308.9	1.4625	1.462	1.4622	1.4633
309	1.4625	1.462	1.4622	1.4636
309.1	1.4624	1.4619	1.4623	1.4631
309.2	1.4623	1.4619	1.4623	1.4625
309.3	1.4621	1.4618	1.4623	1.462
309.4	1.4618	1.4618	1.4623	1.4616
309.5	1.4616	1.4618	1.4623	1.4614
309.6	1.4614	1.4618	1.4623	1.461
309.7	1.4613	1.4617	1.4623	1.4608
309.8	1.4612	1.4618	1.4624	1.4609
309.9	1.4612	1.4618	1.4624	1.4611
310	1.4612	1.4618	1.4624	1.4615
310.1	1.4612	1.4619	1.4624	1.4612
310.2	1.4614	1.462	1.4625	1.4609
310.3	1.4616	1.4621	1.4625	1.4609
310.4	1.4618	1.4622	1.4625	1.4612
310.5	1.4621	1.4623	1.4626	1.4618
310.6	1.4624	1.4624	1.4626	1.4623
310.7	1.4627	1.4626	1.4627	1.4629
310.8	1.4629	1.4627	1.4627	1.4636
310.9	1.4631	1.4628	1.4627	1.4642
311	1.4633	1.4629	1.4628	1.4647
311.1	1.4633	1.463	1.4628	1.464
311.2	1.4634	1.4631	1.4629	1.4633
311.3	1.4634	1.4632	1.4629	1.4626
311.4	1.4634	1.4633	1.4629	1.4623
311.5	1.4635	1.4634	1.463	1.4623
311.6	1.4636	1.4634	1.463	1.4626
311.7	1.4638	1.4635	1.463	1.4632
311.8	1.4639	1.4635	1.463	1.464
311.9	1.4641	1.4635	1.4631	1.4649
312	1.4641	1.4635	1.4631	1.4657
312.1	1.4641	1.4635	1.4631	1.4652
312.2	1.4641	1.4635	1.4631	1.4645
312.3	1.4639	1.4634	1.4631	1.4638
312.4	1.4638	1.4633	1.4631	1.4632
312.5	1.4636	1.4632	1.4631	1.4629
312.6	1.4633	1.4632	1.4631	1.4627
312.7	1.4631	1.4631	1.4631	1.4627
312.8	1.4629	1.463	1.4631	1.463
312.9	1.4627	1.4629	1.4631	1.4634
313	1.4624	1.4628	1.463	1.4637
313.1	1.4622	1.4627	1.463	1.463
313.2	1.4619	1.4626	1.463	1.4622
313.3	1.4617	1.4626	1.463	1.4614
313.4	1.4615	1.4625	1.463	1.4609
313.5	1.4614	1.4625	1.4629	1.4606
313.6	1.4615	1.4625	1.4629	1.4603
313.7	1.4616	1.4626	1.4629	1.4604
313.8	1.4619	1.4626	1.4629	1.461
313.9	1.4622	1.4627	1.4628	1.4618
314	1.4626	1.4628	1.4628	1.4629
314.1	1.4631	1.4629	1.4628	1.4634
314.2	1.4634	1.4629	1.4627	1.4639
314.3	1.4637	1.463	1.4627	1.4644
314.4	1.4639	1.463	1.4626	1.4649
314.5	1.464	1.4631	1.4626	1.4652
314.6	1.464	1.4631	1.4625	1.4648
314.7	1.4638	1.4631	1.4625	1.4644
314.8	1.4636	1.463	1.4624	1.4639
314.9	1.4633	1.463	1.4623	1.4634
315	1.463	1.4629	1.4622	1.463
315.1	1.4627	1.4628	1.4622	1.462
315.2	1.4625	1.4627	1.4621	1.4613
315.3	1.4623	1.4626	1.462	1.4609
315.4	1.4623	1.4625	1.4619	1.461
315.5	1.4623	1.4624	1.4618	1.4615
